'Time and date','II','V','ABP','PAP','PLETH','RESP'
'[12:40:38.042 20/07/1995]',0.002,0.001,96.813,31.683,-0.027,-0.578
'[12:40:38.044 20/07/1995]',0.002,0.001,96.813,31.683,-0.027,-0.578
'[12:40:38.046 20/07/1995]',0.002,0.001,96.813,31.683,-0.027,-0.578
'[12:40:38.048 20/07/1995]',0.002,0.001,96.213,32.035,-0.058,-0.579
'[12:40:38.050 20/07/1995]',0.002,0.001,96.213,32.035,-0.058,-0.579
'[12:40:38.052 20/07/1995]',0.002,0.001,96.213,32.035,-0.058,-0.579
'[12:40:38.054 20/07/1995]',0.002,0.001,96.213,32.035,-0.058,-0.579
'[12:40:38.056 20/07/1995]',0.002,0.001,95.463,32.462,-0.081,-0.580
'[12:40:38.058 20/07/1995]',0.002,0.001,95.463,32.462,-0.081,-0.580
'[12:40:38.060 20/07/1995]',0.002,0.001,95.463,32.462,-0.081,-0.580
'[12:40:38.062 20/07/1995]',0.002,0.001,95.463,32.462,-0.081,-0.580
'[12:40:38.064 20/07/1995]',0.002,-0.008,94.863,32.864,-0.105,-0.581
'[12:40:38.066 20/07/1995]',0.002,0.001,94.863,32.864,-0.105,-0.581
'[12:40:38.068 20/07/1995]',0.002,-0.008,94.863,32.864,-0.105,-0.581
'[12:40:38.070 20/07/1995]',0.002,-0.008,94.863,32.864,-0.105,-0.581
'[12:40:38.072 20/07/1995]',0.002,-0.008,94.188,33.166,-0.118,-0.581
'[12:40:38.074 20/07/1995]',0.002,-0.017,94.188,33.166,-0.118,-0.581
'[12:40:38.076 20/07/1995]',0.022,-0.017,94.188,33.166,-0.118,-0.581
'[12:40:38.078 20/07/1995]',0.022,-0.017,94.188,33.166,-0.118,-0.581
'[12:40:38.080 20/07/1995]',0.022,-0.017,93.588,33.216,-0.129,-0.581
'[12:40:38.082 20/07/1995]',0.043,-0.017,93.588,33.216,-0.129,-0.581
'[12:40:38.084 20/07/1995]',0.043,-0.026,93.588,33.216,-0.129,-0.581
'[12:40:38.086 20/07/1995]',0.043,-0.026,93.588,33.216,-0.129,-0.581
'[12:40:38.088 20/07/1995]',0.043,-0.026,92.988,33.090,-0.135,-0.581
'[12:40:38.090 20/07/1995]',0.043,-0.035,92.988,33.090,-0.135,-0.581
'[12:40:38.092 20/07/1995]',0.043,-0.026,92.988,33.090,-0.135,-0.581
'[12:40:38.094 20/07/1995]',0.064,-0.035,92.988,33.090,-0.135,-0.581
'[12:40:38.096 20/07/1995]',0.064,-0.035,92.463,32.864,-0.139,-0.580
'[12:40:38.098 20/07/1995]',0.064,-0.035,92.463,32.864,-0.139,-0.580
'[12:40:38.100 20/07/1995]',0.064,-0.044,92.463,32.864,-0.139,-0.580
'[12:40:38.102 20/07/1995]',0.085,-0.044,92.463,32.864,-0.139,-0.580
'[12:40:38.104 20/07/1995]',0.105,-0.044,91.864,32.513,-0.142,-0.580
'[12:40:38.106 20/07/1995]',0.105,-0.044,91.864,32.513,-0.142,-0.580
'[12:40:38.108 20/07/1995]',0.105,-0.053,91.864,32.513,-0.142,-0.580
'[12:40:38.110 20/07/1995]',0.105,-0.062,91.864,32.513,-0.142,-0.580
'[12:40:38.112 20/07/1995]',0.126,-0.062,91.339,32.111,-0.148,-0.580
'[12:40:38.114 20/07/1995]',0.126,-0.071,91.339,32.111,-0.148,-0.580
'[12:40:38.116 20/07/1995]',0.126,-0.071,91.339,32.111,-0.148,-0.580
'[12:40:38.118 20/07/1995]',0.126,-0.071,91.339,32.111,-0.148,-0.580
'[12:40:38.120 20/07/1995]',0.126,-0.062,90.814,31.633,-0.148,-0.580
'[12:40:38.122 20/07/1995]',0.105,-0.062,90.814,31.633,-0.148,-0.580
'[12:40:38.124 20/07/1995]',0.105,-0.053,90.814,31.633,-0.148,-0.580
'[12:40:38.126 20/07/1995]',0.105,-0.053,90.814,31.633,-0.148,-0.580
'[12:40:38.128 20/07/1995]',0.105,-0.053,90.289,31.206,-0.159,-0.580
'[12:40:38.130 20/07/1995]',0.105,-0.053,90.289,31.206,-0.159,-0.580
'[12:40:38.132 20/07/1995]',0.105,-0.053,90.289,31.206,-0.159,-0.580
'[12:40:38.134 20/07/1995]',0.085,-0.053,90.289,31.206,-0.159,-0.580
'[12:40:38.136 20/07/1995]',0.085,-0.044,89.914,30.854,-0.166,-0.579
'[12:40:38.138 20/07/1995]',0.064,-0.044,89.914,30.854,-0.166,-0.579
'[12:40:38.140 20/07/1995]',0.064,-0.044,89.914,30.854,-0.166,-0.579
'[12:40:38.142 20/07/1995]',0.064,-0.035,89.914,30.854,-0.166,-0.579
'[12:40:38.144 20/07/1995]',0.064,-0.035,89.539,30.628,-0.175,-0.578
'[12:40:38.146 20/07/1995]',0.064,-0.035,89.539,30.628,-0.175,-0.578
'[12:40:38.148 20/07/1995]',0.064,-0.044,89.539,30.628,-0.175,-0.578
'[12:40:38.150 20/07/1995]',0.064,-0.035,89.539,30.628,-0.175,-0.578
'[12:40:38.152 20/07/1995]',0.085,-0.026,89.164,30.503,-0.189,-0.577
'[12:40:38.154 20/07/1995]',0.064,-0.035,89.164,30.503,-0.189,-0.577
'[12:40:38.156 20/07/1995]',0.064,-0.026,89.164,30.503,-0.189,-0.577
'[12:40:38.158 20/07/1995]',0.064,-0.026,89.164,30.503,-0.189,-0.577
'[12:40:38.160 20/07/1995]',0.064,-0.017,88.789,30.402,-0.206,-0.576
'[12:40:38.162 20/07/1995]',0.043,-0.026,88.789,30.402,-0.206,-0.576
'[12:40:38.164 20/07/1995]',0.043,-0.017,88.789,30.402,-0.206,-0.576
'[12:40:38.166 20/07/1995]',0.043,-0.017,88.789,30.402,-0.206,-0.576
'[12:40:38.168 20/07/1995]',0.043,-0.017,88.414,30.327,-0.216,-0.575
'[12:40:38.170 20/07/1995]',0.043,-0.017,88.414,30.327,-0.216,-0.575
'[12:40:38.172 20/07/1995]',0.043,-0.017,88.414,30.327,-0.216,-0.575
'[12:40:38.174 20/07/1995]',0.043,-0.008,88.414,30.327,-0.216,-0.575
'[12:40:38.176 20/07/1995]',0.043,-0.008,87.964,30.327,-0.230,-0.575
'[12:40:38.178 20/07/1995]',0.043,-0.008,87.964,30.327,-0.230,-0.575
'[12:40:38.180 20/07/1995]',0.022,-0.008,87.964,30.327,-0.230,-0.575
'[12:40:38.182 20/07/1995]',0.022,-0.008,87.964,30.327,-0.230,-0.575
'[12:40:38.184 20/07/1995]',0.002,0.001,87.589,30.402,-0.243,-0.574
'[12:40:38.186 20/07/1995]',0.002,0.001,87.589,30.402,-0.243,-0.574
'[12:40:38.188 20/07/1995]',0.002,0.001,87.589,30.402,-0.243,-0.574
'[12:40:38.190 20/07/1995]',0.002,0.001,87.589,30.402,-0.243,-0.574
'[12:40:38.192 20/07/1995]',0.002,0.001,87.289,30.503,-0.260,-0.574
'[12:40:38.194 20/07/1995]',0.002,0.001,87.289,30.503,-0.260,-0.574
'[12:40:38.196 20/07/1995]',0.002,0.001,87.289,30.503,-0.260,-0.574
'[12:40:38.198 20/07/1995]',-0.019,0.001,87.289,30.503,-0.260,-0.574
'[12:40:38.200 20/07/1995]',-0.019,0.001,86.914,30.578,-0.274,-0.573
'[12:40:38.202 20/07/1995]',-0.019,0.009,86.914,30.578,-0.274,-0.573
'[12:40:38.204 20/07/1995]',-0.019,0.001,86.914,30.578,-0.274,-0.573
'[12:40:38.206 20/07/1995]',-0.019,0.009,86.914,30.578,-0.274,-0.573
'[12:40:38.208 20/07/1995]',-0.019,0.009,86.689,30.628,-0.290,-0.573
'[12:40:38.210 20/07/1995]',-0.019,0.009,86.689,30.628,-0.290,-0.573
'[12:40:38.212 20/07/1995]',-0.019,0.009,86.689,30.628,-0.290,-0.573
'[12:40:38.214 20/07/1995]',-0.019,0.001,86.689,30.628,-0.290,-0.573
'[12:40:38.216 20/07/1995]',-0.019,0.009,86.389,30.503,-0.307,-0.572
'[12:40:38.218 20/07/1995]',-0.019,0.009,86.389,30.503,-0.307,-0.572
'[12:40:38.220 20/07/1995]',-0.019,0.009,86.389,30.503,-0.307,-0.572
'[12:40:38.222 20/07/1995]',-0.019,0.009,86.389,30.503,-0.307,-0.572
'[12:40:38.224 20/07/1995]',-0.019,0.009,86.164,30.151,-0.321,-0.571
'[12:40:38.226 20/07/1995]',-0.019,0.009,86.164,30.151,-0.321,-0.571
'[12:40:38.228 20/07/1995]',-0.019,0.009,86.164,30.151,-0.321,-0.571
'[12:40:38.230 20/07/1995]',-0.019,0.009,86.164,30.151,-0.321,-0.571
'[12:40:38.232 20/07/1995]',-0.019,0.009,85.939,29.573,-0.335,-0.570
'[12:40:38.234 20/07/1995]',-0.019,0.009,85.939,29.573,-0.335,-0.570
'[12:40:38.236 20/07/1995]',-0.019,0.009,85.939,29.573,-0.335,-0.570
'[12:40:38.238 20/07/1995]',-0.019,0.009,85.939,29.573,-0.335,-0.570
'[12:40:38.240 20/07/1995]',-0.019,0.009,85.639,28.869,-0.351,-0.567
'[12:40:38.242 20/07/1995]',-0.019,0.009,85.639,28.869,-0.351,-0.567
'[12:40:38.244 20/07/1995]',-0.019,0.009,85.639,28.869,-0.351,-0.567
'[12:40:38.246 20/07/1995]',-0.019,0.009,85.639,28.869,-0.351,-0.567
'[12:40:38.248 20/07/1995]',-0.019,0.001,85.339,28.216,-0.368,-0.564
'[12:40:38.250 20/07/1995]',-0.019,0.001,85.339,28.216,-0.368,-0.564
'[12:40:38.252 20/07/1995]',0.002,0.001,85.339,28.216,-0.368,-0.564
'[12:40:38.254 20/07/1995]',0.002,0.001,85.339,28.216,-0.368,-0.564
'[12:40:38.256 20/07/1995]',0.002,0.001,85.039,27.915,-0.378,-0.561
'[12:40:38.258 20/07/1995]',0.002,0.001,85.039,27.915,-0.378,-0.561
'[12:40:38.260 20/07/1995]',0.002,0.001,85.039,27.915,-0.378,-0.561
'[12:40:38.262 20/07/1995]',0.002,-0.008,85.039,27.915,-0.378,-0.561
'[12:40:38.264 20/07/1995]',0.043,-0.017,84.664,28.216,-0.389,-0.558
'[12:40:38.266 20/07/1995]',0.064,-0.035,84.664,28.216,-0.389,-0.558
'[12:40:38.268 20/07/1995]',0.085,-0.044,84.664,28.216,-0.389,-0.558
'[12:40:38.270 20/07/1995]',0.085,-0.044,84.664,28.216,-0.389,-0.558
'[12:40:38.272 20/07/1995]',0.064,-0.035,84.289,28.869,-0.402,-0.556
'[12:40:38.274 20/07/1995]',0.064,-0.035,84.289,28.869,-0.402,-0.556
'[12:40:38.276 20/07/1995]',0.064,-0.035,84.289,28.869,-0.402,-0.556
'[12:40:38.278 20/07/1995]',0.043,-0.008,84.289,28.869,-0.402,-0.556
'[12:40:38.280 20/07/1995]',0.022,0.001,83.840,29.447,-0.412,-0.554
'[12:40:38.282 20/07/1995]',0.002,0.001,83.840,29.447,-0.412,-0.554
'[12:40:38.284 20/07/1995]',0.002,0.001,83.840,29.447,-0.412,-0.554
'[12:40:38.286 20/07/1995]',0.002,0.009,83.840,29.447,-0.412,-0.554
'[12:40:38.288 20/07/1995]',0.043,0.001,83.465,29.573,-0.420,-0.552
'[12:40:38.290 20/07/1995]',0.105,-0.008,83.465,29.573,-0.420,-0.552
'[12:40:38.292 20/07/1995]',0.189,-0.035,83.465,29.573,-0.420,-0.552
'[12:40:38.294 20/07/1995]',0.313,-0.080,83.465,29.573,-0.420,-0.552
'[12:40:38.296 20/07/1995]',0.439,-0.116,83.090,29.447,-0.433,-0.550
'[12:40:38.298 20/07/1995]',0.543,-0.169,83.090,29.447,-0.433,-0.550
'[12:40:38.300 20/07/1995]',0.668,-0.205,83.090,29.447,-0.433,-0.550
'[12:40:38.302 20/07/1995]',0.772,-0.258,83.090,29.447,-0.433,-0.550
'[12:40:38.304 20/07/1995]',0.896,-0.312,82.715,29.221,-0.440,-0.549
'[12:40:38.306 20/07/1995]',1.001,-0.357,82.715,29.221,-0.440,-0.549
'[12:40:38.308 20/07/1995]',1.043,-0.392,82.715,29.221,-0.440,-0.549
'[12:40:38.310 20/07/1995]',1.022,-0.392,82.715,29.221,-0.440,-0.549
'[12:40:38.312 20/07/1995]',0.980,-0.383,82.415,29.095,-0.450,-0.547
'[12:40:38.314 20/07/1995]',0.896,-0.357,82.415,29.095,-0.450,-0.547
'[12:40:38.316 20/07/1995]',0.772,-0.303,82.415,29.095,-0.450,-0.547
'[12:40:38.318 20/07/1995]',0.585,-0.241,82.415,29.095,-0.450,-0.547
'[12:40:38.320 20/07/1995]',0.376,-0.160,82.190,28.920,-0.450,-0.546
'[12:40:38.322 20/07/1995]',0.189,-0.089,82.190,28.920,-0.450,-0.546
'[12:40:38.324 20/07/1995]',0.043,-0.035,82.190,28.920,-0.450,-0.546
'[12:40:38.326 20/07/1995]',-0.019,0.001,82.190,28.920,-0.450,-0.546
'[12:40:38.328 20/07/1995]',-0.082,0.018,81.890,28.568,-0.456,-0.546
'[12:40:38.330 20/07/1995]',-0.123,0.045,81.890,28.568,-0.456,-0.546
'[12:40:38.332 20/07/1995]',-0.165,0.063,81.890,28.568,-0.456,-0.546
'[12:40:38.334 20/07/1995]',-0.165,0.063,81.890,28.568,-0.456,-0.546
'[12:40:38.336 20/07/1995]',-0.144,0.063,81.665,28.216,-0.463,-0.546
'[12:40:38.338 20/07/1995]',-0.123,0.072,81.665,28.216,-0.463,-0.546
'[12:40:38.340 20/07/1995]',-0.123,0.063,81.665,28.216,-0.463,-0.546
'[12:40:38.342 20/07/1995]',-0.123,0.054,81.665,28.216,-0.463,-0.546
'[12:40:38.344 20/07/1995]',-0.144,0.063,81.365,27.965,-0.466,-0.547
'[12:40:38.346 20/07/1995]',-0.165,0.072,81.365,27.965,-0.466,-0.547
'[12:40:38.348 20/07/1995]',-0.165,0.081,81.365,27.965,-0.466,-0.547
'[12:40:38.350 20/07/1995]',-0.186,0.081,81.365,27.965,-0.466,-0.547
'[12:40:38.352 20/07/1995]',-0.165,0.081,80.990,27.864,-0.469,-0.549
'[12:40:38.354 20/07/1995]',-0.165,0.081,80.990,27.864,-0.469,-0.549
'[12:40:38.356 20/07/1995]',-0.165,0.081,80.990,27.864,-0.469,-0.549
'[12:40:38.358 20/07/1995]',-0.165,0.081,80.990,27.864,-0.469,-0.549
'[12:40:38.360 20/07/1995]',-0.165,0.081,80.690,27.915,-0.472,-0.550
'[12:40:38.362 20/07/1995]',-0.165,0.081,80.690,27.915,-0.472,-0.550
'[12:40:38.364 20/07/1995]',-0.165,0.081,80.690,27.915,-0.472,-0.550
'[12:40:38.366 20/07/1995]',-0.165,0.081,80.690,27.915,-0.472,-0.550
'[12:40:38.368 20/07/1995]',-0.144,0.081,80.315,28.040,-0.475,-0.551
'[12:40:38.370 20/07/1995]',-0.165,0.072,80.315,28.040,-0.475,-0.551
'[12:40:38.372 20/07/1995]',-0.144,0.081,80.315,28.040,-0.475,-0.551
'[12:40:38.374 20/07/1995]',-0.144,0.081,80.315,28.040,-0.475,-0.551
'[12:40:38.376 20/07/1995]',-0.144,0.081,79.940,28.342,-0.478,-0.551
'[12:40:38.378 20/07/1995]',-0.144,0.072,79.940,28.342,-0.478,-0.551
'[12:40:38.380 20/07/1995]',-0.144,0.072,79.940,28.342,-0.478,-0.551
'[12:40:38.382 20/07/1995]',-0.123,0.072,79.940,28.342,-0.478,-0.551
'[12:40:38.384 20/07/1995]',-0.123,0.072,79.565,29.095,-0.478,-0.552
'[12:40:38.386 20/07/1995]',-0.123,0.063,79.565,29.095,-0.478,-0.552
'[12:40:38.388 20/07/1995]',-0.123,0.072,79.565,29.095,-0.478,-0.552
'[12:40:38.390 20/07/1995]',-0.144,0.072,79.565,29.095,-0.478,-0.552
'[12:40:38.392 20/07/1995]',-0.123,0.072,79.040,30.327,-0.478,-0.553
'[12:40:38.394 20/07/1995]',-0.123,0.072,79.040,30.327,-0.478,-0.553
'[12:40:38.396 20/07/1995]',-0.123,0.072,79.040,30.327,-0.478,-0.553
'[12:40:38.398 20/07/1995]',-0.123,0.072,79.040,30.327,-0.478,-0.553
'[12:40:38.400 20/07/1995]',-0.123,0.063,78.665,31.382,-0.475,-0.554
'[12:40:38.402 20/07/1995]',-0.123,0.063,78.665,31.382,-0.475,-0.554
'[12:40:38.404 20/07/1995]',-0.123,0.063,78.665,31.382,-0.475,-0.554
'[12:40:38.406 20/07/1995]',-0.123,0.063,78.665,31.382,-0.475,-0.554
'[12:40:38.408 20/07/1995]',-0.123,0.063,78.215,30.980,-0.478,-0.555
'[12:40:38.410 20/07/1995]',-0.123,0.063,78.215,30.980,-0.478,-0.555
'[12:40:38.412 20/07/1995]',-0.123,0.054,78.215,30.980,-0.478,-0.555
'[12:40:38.414 20/07/1995]',-0.123,0.063,78.215,30.980,-0.478,-0.555
'[12:40:38.416 20/07/1995]',-0.123,0.063,77.840,28.518,-0.475,-0.557
'[12:40:38.418 20/07/1995]',-0.123,0.063,77.840,28.518,-0.475,-0.557
'[12:40:38.420 20/07/1995]',-0.103,0.063,77.840,28.518,-0.475,-0.557
'[12:40:38.422 20/07/1995]',-0.123,0.063,77.840,28.518,-0.475,-0.557
'[12:40:38.424 20/07/1995]',-0.103,0.063,77.465,24.975,-0.478,-0.559
'[12:40:38.426 20/07/1995]',-0.103,0.063,77.465,24.975,-0.478,-0.559
'[12:40:38.428 20/07/1995]',-0.103,0.063,77.465,24.975,-0.478,-0.559
'[12:40:38.430 20/07/1995]',-0.103,0.063,77.465,24.975,-0.478,-0.559
'[12:40:38.432 20/07/1995]',-0.103,0.063,77.240,22.312,-0.475,-0.561
'[12:40:38.434 20/07/1995]',-0.103,0.054,77.240,22.312,-0.475,-0.561
'[12:40:38.436 20/07/1995]',-0.103,0.054,77.240,22.312,-0.475,-0.561
'[12:40:38.438 20/07/1995]',-0.103,0.054,77.240,22.312,-0.475,-0.561
'[12:40:38.440 20/07/1995]',-0.103,0.054,76.940,21.432,-0.475,-0.563
'[12:40:38.442 20/07/1995]',-0.103,0.054,76.940,21.432,-0.475,-0.563
'[12:40:38.444 20/07/1995]',-0.103,0.054,76.940,21.432,-0.475,-0.563
'[12:40:38.446 20/07/1995]',-0.103,0.063,76.940,21.432,-0.475,-0.563
'[12:40:38.448 20/07/1995]',-0.103,0.054,76.715,21.960,-0.475,-0.566
'[12:40:38.450 20/07/1995]',-0.123,0.054,76.715,21.960,-0.475,-0.566
'[12:40:38.452 20/07/1995]',-0.103,0.045,76.715,21.960,-0.475,-0.566
'[12:40:38.454 20/07/1995]',-0.103,0.045,76.715,21.960,-0.475,-0.566
'[12:40:38.456 20/07/1995]',-0.103,0.045,76.490,23.317,-0.482,-0.568
'[12:40:38.458 20/07/1995]',-0.103,0.045,76.490,23.317,-0.482,-0.568
'[12:40:38.460 20/07/1995]',-0.103,0.045,76.490,23.317,-0.482,-0.568
'[12:40:38.462 20/07/1995]',-0.103,0.045,76.490,23.317,-0.482,-0.568
'[12:40:38.464 20/07/1995]',-0.082,0.045,76.190,25.503,-0.485,-0.571
'[12:40:38.466 20/07/1995]',-0.082,0.054,76.190,25.503,-0.485,-0.571
'[12:40:38.468 20/07/1995]',-0.103,0.045,76.190,25.503,-0.485,-0.571
'[12:40:38.470 20/07/1995]',-0.103,0.045,76.190,25.503,-0.485,-0.571
'[12:40:38.472 20/07/1995]',-0.103,0.045,76.040,28.342,-0.482,-0.574
'[12:40:38.474 20/07/1995]',-0.103,0.045,76.040,28.342,-0.482,-0.574
'[12:40:38.476 20/07/1995]',-0.103,0.045,76.040,28.342,-0.482,-0.574
'[12:40:38.478 20/07/1995]',-0.103,0.045,76.040,28.342,-0.482,-0.574
'[12:40:38.480 20/07/1995]',-0.082,0.045,76.190,31.106,-0.485,-0.577
'[12:40:38.482 20/07/1995]',-0.082,0.045,76.190,31.106,-0.485,-0.577
'[12:40:38.484 20/07/1995]',-0.082,0.036,76.190,31.106,-0.485,-0.577
'[12:40:38.486 20/07/1995]',-0.082,0.036,76.190,31.106,-0.485,-0.577
'[12:40:38.488 20/07/1995]',-0.082,0.045,77.090,33.266,-0.488,-0.581
'[12:40:38.490 20/07/1995]',-0.103,0.045,77.090,33.266,-0.488,-0.581
'[12:40:38.492 20/07/1995]',-0.103,0.045,77.090,33.266,-0.488,-0.581
'[12:40:38.494 20/07/1995]',-0.082,0.045,77.090,33.266,-0.488,-0.581
'[12:40:38.496 20/07/1995]',-0.082,0.045,79.340,34.698,-0.491,-0.584
'[12:40:38.498 20/07/1995]',-0.082,0.036,79.340,34.698,-0.491,-0.584
'[12:40:38.500 20/07/1995]',-0.082,0.036,79.340,34.698,-0.491,-0.584
'[12:40:38.502 20/07/1995]',-0.082,0.036,79.340,34.698,-0.491,-0.584
'[12:40:38.504 20/07/1995]',-0.082,0.036,83.390,35.452,-0.491,-0.588
'[12:40:38.506 20/07/1995]',-0.082,0.036,83.390,35.452,-0.491,-0.588
'[12:40:38.508 20/07/1995]',-0.082,0.036,83.390,35.452,-0.491,-0.588
'[12:40:38.510 20/07/1995]',-0.082,0.036,83.390,35.452,-0.491,-0.588
'[12:40:38.512 20/07/1995]',-0.082,0.036,89.089,35.578,-0.491,-0.591
'[12:40:38.514 20/07/1995]',-0.082,0.036,89.089,35.578,-0.491,-0.591
'[12:40:38.516 20/07/1995]',-0.082,0.036,89.089,35.578,-0.491,-0.591
'[12:40:38.518 20/07/1995]',-0.082,0.036,89.089,35.578,-0.491,-0.591
'[12:40:38.520 20/07/1995]',-0.082,0.027,95.688,34.975,-0.488,-0.593
'[12:40:38.522 20/07/1995]',-0.082,0.036,95.688,34.975,-0.488,-0.593
'[12:40:38.524 20/07/1995]',-0.082,0.027,95.688,34.975,-0.488,-0.593
'[12:40:38.526 20/07/1995]',-0.082,0.027,95.688,34.975,-0.488,-0.593
'[12:40:38.528 20/07/1995]',-0.082,0.027,101.837,33.920,-0.482,-0.595
'[12:40:38.530 20/07/1995]',-0.082,0.027,101.837,33.920,-0.482,-0.595
'[12:40:38.532 20/07/1995]',-0.082,0.027,101.837,33.920,-0.482,-0.595
'[12:40:38.534 20/07/1995]',-0.082,0.027,101.837,33.920,-0.482,-0.595
'[12:40:38.536 20/07/1995]',-0.082,0.027,106.712,32.739,-0.472,-0.596
'[12:40:38.538 20/07/1995]',-0.082,0.027,106.712,32.739,-0.472,-0.596
'[12:40:38.540 20/07/1995]',-0.082,0.027,106.712,32.739,-0.472,-0.596
'[12:40:38.542 20/07/1995]',-0.103,0.027,106.712,32.739,-0.472,-0.596
'[12:40:38.544 20/07/1995]',-0.082,0.027,110.161,31.859,-0.459,-0.596
'[12:40:38.546 20/07/1995]',-0.082,0.027,110.161,31.859,-0.459,-0.596
'[12:40:38.548 20/07/1995]',-0.082,0.027,110.161,31.859,-0.459,-0.596
'[12:40:38.550 20/07/1995]',-0.082,0.027,110.161,31.859,-0.459,-0.596
'[12:40:38.552 20/07/1995]',-0.082,0.027,112.711,31.281,-0.430,-0.597
'[12:40:38.554 20/07/1995]',-0.082,0.027,112.711,31.281,-0.430,-0.597
'[12:40:38.556 20/07/1995]',-0.082,0.027,112.711,31.281,-0.430,-0.597
'[12:40:38.558 20/07/1995]',-0.082,0.027,112.711,31.281,-0.430,-0.597
'[12:40:38.560 20/07/1995]',-0.082,0.027,114.961,31.030,-0.398,-0.597
'[12:40:38.562 20/07/1995]',-0.082,0.027,114.961,31.030,-0.398,-0.597
'[12:40:38.564 20/07/1995]',-0.082,0.027,114.961,31.030,-0.398,-0.597
'[12:40:38.566 20/07/1995]',-0.082,0.018,114.961,31.030,-0.398,-0.597
'[12:40:38.568 20/07/1995]',-0.082,0.018,117.510,31.281,-0.345,-0.597
'[12:40:38.570 20/07/1995]',-0.082,0.018,117.510,31.281,-0.345,-0.597
'[12:40:38.572 20/07/1995]',-0.082,0.018,117.510,31.281,-0.345,-0.597
'[12:40:38.574 20/07/1995]',-0.082,0.018,117.510,31.281,-0.345,-0.597
'[12:40:38.576 20/07/1995]',-0.082,0.018,120.210,31.859,-0.280,-0.596
'[12:40:38.578 20/07/1995]',-0.082,0.018,120.210,31.859,-0.280,-0.596
'[12:40:38.580 20/07/1995]',-0.082,0.018,120.210,31.859,-0.280,-0.596
'[12:40:38.582 20/07/1995]',-0.082,0.018,120.210,31.859,-0.280,-0.596
'[12:40:38.584 20/07/1995]',-0.082,0.018,123.135,32.739,-0.211,-0.594
'[12:40:38.586 20/07/1995]',-0.082,0.018,123.135,32.739,-0.211,-0.594
'[12:40:38.588 20/07/1995]',-0.082,0.018,123.135,32.739,-0.211,-0.594
'[12:40:38.590 20/07/1995]',-0.082,0.009,123.135,32.739,-0.211,-0.594
'[12:40:38.592 20/07/1995]',-0.082,0.009,125.834,33.568,-0.127,-0.592
'[12:40:38.594 20/07/1995]',-0.061,0.009,125.834,33.568,-0.127,-0.592
'[12:40:38.596 20/07/1995]',-0.061,0.001,125.834,33.568,-0.127,-0.592
'[12:40:38.598 20/07/1995]',-0.061,0.001,125.834,33.568,-0.127,-0.592
'[12:40:38.600 20/07/1995]',-0.061,0.009,128.084,34.171,-0.035,-0.588
'[12:40:38.602 20/07/1995]',-0.061,0.001,128.084,34.171,-0.035,-0.588
'[12:40:38.604 20/07/1995]',-0.061,0.001,128.084,34.171,-0.035,-0.588
'[12:40:38.606 20/07/1995]',-0.061,0.001,128.084,34.171,-0.035,-0.588
'[12:40:38.608 20/07/1995]',-0.061,0.001,129.884,34.523,0.062,-0.584
'[12:40:38.610 20/07/1995]',-0.061,0.009,129.884,34.523,0.062,-0.584
'[12:40:38.612 20/07/1995]',-0.061,0.001,129.884,34.523,0.062,-0.584
'[12:40:38.614 20/07/1995]',-0.061,0.001,129.884,34.523,0.062,-0.584
'[12:40:38.616 20/07/1995]',-0.061,0.001,131.084,34.573,0.153,-0.580
'[12:40:38.618 20/07/1995]',-0.040,0.001,131.084,34.573,0.153,-0.580
