'Time and date','II','I','V','ABP','PLETH','RESP'
'[16:10:09.206 12/11/1995]',0.009,-0.011,0.001,96.541,-0.326,-0.106
'[16:10:09.208 12/11/1995]',0.009,-0.023,0.001,98.722,-0.271,-0.098
'[16:10:09.210 12/11/1995]',0.009,-0.011,-0.005,98.722,-0.271,-0.098
'[16:10:09.212 12/11/1995]',0.009,-0.005,-0.005,98.722,-0.271,-0.098
'[16:10:09.214 12/11/1995]',0.009,-0.005,-0.005,98.722,-0.271,-0.098
'[16:10:09.216 12/11/1995]',0.017,0.001,0.001,100.376,-0.210,-0.091
'[16:10:09.218 12/11/1995]',0.026,0.001,-0.005,100.376,-0.210,-0.091
'[16:10:09.220 12/11/1995]',0.017,-0.005,0.001,100.376,-0.210,-0.091
'[16:10:09.222 12/11/1995]',0.017,-0.005,-0.005,100.376,-0.210,-0.091
'[16:10:09.224 12/11/1995]',0.017,-0.005,-0.005,101.353,-0.147,-0.083
'[16:10:09.226 12/11/1995]',0.017,-0.005,-0.005,101.353,-0.147,-0.083
'[16:10:09.228 12/11/1995]',0.017,-0.005,-0.005,101.353,-0.147,-0.083
'[16:10:09.230 12/11/1995]',0.017,0.001,0.001,101.353,-0.147,-0.083
'[16:10:09.232 12/11/1995]',0.017,0.006,0.001,101.729,-0.084,-0.075
'[16:10:09.234 12/11/1995]',0.017,0.006,0.001,101.729,-0.084,-0.075
'[16:10:09.236 12/11/1995]',0.026,0.001,0.006,101.729,-0.084,-0.075
'[16:10:09.238 12/11/1995]',0.017,-0.005,0.006,101.729,-0.084,-0.075
'[16:10:09.240 12/11/1995]',0.026,-0.005,0.001,101.729,-0.016,-0.066
'[16:10:09.242 12/11/1995]',0.009,-0.005,0.001,101.729,-0.016,-0.066
'[16:10:09.244 12/11/1995]',0.017,-0.005,0.006,101.729,-0.016,-0.066
'[16:10:09.246 12/11/1995]',0.017,-0.005,0.006,101.729,-0.016,-0.066
'[16:10:09.248 12/11/1995]',0.009,0.001,0.012,101.429,0.050,-0.057
'[16:10:09.250 12/11/1995]',0.017,0.006,0.012,101.429,0.050,-0.057
'[16:10:09.252 12/11/1995]',0.017,0.001,0.012,101.429,0.050,-0.057
'[16:10:09.254 12/11/1995]',0.017,0.001,0.023,101.429,0.050,-0.057
'[16:10:09.256 12/11/1995]',0.017,-0.005,0.023,100.752,0.111,-0.048
'[16:10:09.258 12/11/1995]',0.009,-0.005,0.023,100.752,0.111,-0.048
'[16:10:09.260 12/11/1995]',0.009,-0.011,0.023,100.752,0.111,-0.048
'[16:10:09.262 12/11/1995]',0.009,-0.005,0.023,100.752,0.111,-0.048
'[16:10:09.264 12/11/1995]',0.009,0.001,0.023,99.850,0.169,-0.040
'[16:10:09.266 12/11/1995]',0.009,0.001,0.023,99.850,0.169,-0.040
'[16:10:09.268 12/11/1995]',0.009,0.006,0.029,99.850,0.169,-0.040
'[16:10:09.270 12/11/1995]',0.009,0.001,0.029,99.850,0.169,-0.040
'[16:10:09.272 12/11/1995]',0.009,-0.005,0.029,98.722,0.224,-0.032
'[16:10:09.274 12/11/1995]',0.001,-0.011,0.029,98.722,0.224,-0.032
'[16:10:09.276 12/11/1995]',0.001,-0.011,0.029,98.722,0.224,-0.032
'[16:10:09.278 12/11/1995]',0.001,-0.005,0.023,98.722,0.224,-0.032
'[16:10:09.280 12/11/1995]',0.001,0.001,0.029,97.218,0.278,-0.025
'[16:10:09.282 12/11/1995]',0.001,0.001,0.029,97.218,0.278,-0.025
'[16:10:09.284 12/11/1995]',0.001,0.001,0.034,97.218,0.278,-0.025
'[16:10:09.286 12/11/1995]',0.009,0.001,0.029,97.218,0.278,-0.025
'[16:10:09.288 12/11/1995]',0.001,-0.005,0.029,95.414,0.325,-0.018
'[16:10:09.290 12/11/1995]',0.001,-0.005,0.029,95.414,0.325,-0.018
'[16:10:09.292 12/11/1995]',0.001,-0.011,0.029,95.414,0.325,-0.018
'[16:10:09.294 12/11/1995]',-0.008,-0.005,0.023,95.414,0.325,-0.018
'[16:10:09.296 12/11/1995]',0.001,-0.005,0.029,93.158,0.363,-0.010
'[16:10:09.298 12/11/1995]',0.001,0.001,0.029,93.158,0.363,-0.010
'[16:10:09.300 12/11/1995]',0.001,0.006,0.029,93.158,0.363,-0.010
'[16:10:09.302 12/11/1995]',0.009,0.006,0.029,93.158,0.363,-0.010
'[16:10:09.304 12/11/1995]',0.009,0.001,0.029,90.677,0.400,-0.002
'[16:10:09.306 12/11/1995]',0.001,0.001,0.023,90.677,0.400,-0.002
'[16:10:09.308 12/11/1995]',0.001,-0.005,0.023,90.677,0.400,-0.002
'[16:10:09.310 12/11/1995]',0.001,-0.005,0.023,90.677,0.400,-0.002
'[16:10:09.312 12/11/1995]',0.001,0.001,0.023,87.820,0.433,0.007
'[16:10:09.314 12/11/1995]',0.009,0.001,0.023,87.820,0.433,0.007
'[16:10:09.316 12/11/1995]',0.001,0.006,0.023,87.820,0.433,0.007
'[16:10:09.318 12/11/1995]',0.009,0.006,0.023,87.820,0.433,0.007
'[16:10:09.320 12/11/1995]',0.009,0.001,0.023,84.737,0.461,0.016
'[16:10:09.322 12/11/1995]',0.009,0.001,0.023,84.737,0.461,0.016
'[16:10:09.324 12/11/1995]',0.009,0.001,0.012,84.737,0.461,0.016
'[16:10:09.326 12/11/1995]',0.001,0.001,0.012,84.737,0.461,0.016
'[16:10:09.328 12/11/1995]',0.009,0.001,0.012,81.353,0.483,0.025
'[16:10:09.330 12/11/1995]',0.001,0.001,0.012,81.353,0.483,0.025
'[16:10:09.332 12/11/1995]',0.009,0.006,0.012,81.353,0.483,0.025
'[16:10:09.334 12/11/1995]',0.009,0.006,0.012,81.353,0.483,0.025
'[16:10:09.336 12/11/1995]',0.009,0.006,0.012,78.045,0.499,0.034
'[16:10:09.338 12/11/1995]',0.009,0.001,0.012,78.045,0.499,0.034
'[16:10:09.340 12/11/1995]',0.009,0.001,0.012,78.045,0.499,0.034
'[16:10:09.342 12/11/1995]',0.009,0.001,0.006,78.045,0.499,0.034
'[16:10:09.344 12/11/1995]',0.001,0.001,0.006,74.812,0.506,0.044
'[16:10:09.346 12/11/1995]',0.001,0.001,0.006,74.812,0.506,0.044
'[16:10:09.348 12/11/1995]',0.001,0.006,0.006,74.812,0.506,0.044
'[16:10:09.350 12/11/1995]',0.009,0.006,0.012,74.812,0.506,0.044
'[16:10:09.352 12/11/1995]',0.009,0.006,0.006,71.729,0.512,0.053
'[16:10:09.354 12/11/1995]',0.009,0.006,0.006,71.729,0.512,0.053
'[16:10:09.356 12/11/1995]',0.009,0.001,0.006,71.729,0.512,0.053
'[16:10:09.358 12/11/1995]',0.001,-0.005,0.006,71.729,0.512,0.053
'[16:10:09.360 12/11/1995]',0.001,0.001,0.006,68.947,0.512,0.062
'[16:10:09.362 12/11/1995]',0.001,0.001,0.006,68.947,0.512,0.062
'[16:10:09.364 12/11/1995]',0.001,0.006,0.006,68.947,0.512,0.062
'[16:10:09.366 12/11/1995]',0.009,0.006,0.006,68.947,0.512,0.062
'[16:10:09.368 12/11/1995]',0.009,0.006,0.012,66.541,0.506,0.071
'[16:10:09.370 12/11/1995]',0.001,0.006,0.006,66.541,0.506,0.071
'[16:10:09.372 12/11/1995]',0.001,0.001,0.006,66.541,0.506,0.071
'[16:10:09.374 12/11/1995]',0.001,-0.005,0.006,66.541,0.506,0.071
'[16:10:09.376 12/11/1995]',0.001,0.001,0.001,64.361,0.494,0.081
'[16:10:09.378 12/11/1995]',0.001,-0.005,0.001,64.361,0.494,0.081
'[16:10:09.380 12/11/1995]',0.001,0.006,0.001,64.361,0.494,0.081
'[16:10:09.382 12/11/1995]',0.001,0.006,0.006,64.361,0.494,0.081
'[16:10:09.384 12/11/1995]',0.009,0.012,0.006,62.481,0.476,0.090
'[16:10:09.386 12/11/1995]',0.001,0.001,0.006,62.481,0.476,0.090
'[16:10:09.388 12/11/1995]',0.001,0.001,0.006,62.481,0.476,0.090
'[16:10:09.390 12/11/1995]',0.001,-0.005,0.001,62.481,0.476,0.090
'[16:10:09.392 12/11/1995]',0.001,0.001,0.001,60.977,0.459,0.100
'[16:10:09.394 12/11/1995]',-0.008,-0.005,0.001,60.977,0.459,0.100
'[16:10:09.396 12/11/1995]',-0.008,0.006,0.001,60.977,0.459,0.100
'[16:10:09.398 12/11/1995]',0.001,0.001,0.006,60.977,0.459,0.100
'[16:10:09.400 12/11/1995]',0.001,0.006,0.001,59.774,0.433,0.110
'[16:10:09.402 12/11/1995]',0.001,0.006,0.006,59.774,0.433,0.110
'[16:10:09.404 12/11/1995]',0.001,0.006,0.001,59.774,0.433,0.110
'[16:10:09.406 12/11/1995]',0.001,0.001,0.001,59.774,0.433,0.110
'[16:10:09.408 12/11/1995]',0.001,0.001,0.001,58.797,0.408,0.120
'[16:10:09.410 12/11/1995]',-0.008,-0.005,0.001,58.797,0.408,0.120
'[16:10:09.412 12/11/1995]',0.001,0.001,0.001,58.797,0.408,0.120
'[16:10:09.414 12/11/1995]',-0.008,0.006,0.001,58.797,0.408,0.120
'[16:10:09.416 12/11/1995]',0.001,0.006,0.006,58.120,0.380,0.131
'[16:10:09.418 12/11/1995]',0.001,0.006,0.001,58.120,0.380,0.131
'[16:10:09.420 12/11/1995]',0.001,0.001,0.006,58.120,0.380,0.131
'[16:10:09.422 12/11/1995]',0.001,0.001,0.001,58.120,0.380,0.131
'[16:10:09.424 12/11/1995]',-0.008,-0.005,0.001,57.594,0.345,0.142
'[16:10:09.426 12/11/1995]',0.001,-0.005,0.001,57.594,0.345,0.142
'[16:10:09.428 12/11/1995]',0.001,-0.005,0.001,57.594,0.345,0.142
'[16:10:09.430 12/11/1995]',0.001,0.006,0.006,57.594,0.345,0.142
'[16:10:09.432 12/11/1995]',0.009,0.006,0.001,57.143,0.311,0.154
'[16:10:09.434 12/11/1995]',0.009,0.006,0.006,57.143,0.311,0.154
'[16:10:09.436 12/11/1995]',0.009,0.006,0.006,57.143,0.311,0.154
'[16:10:09.438 12/11/1995]',0.017,0.006,0.001,57.143,0.311,0.154
'[16:10:09.440 12/11/1995]',0.026,0.001,0.001,56.842,0.278,0.167
'[16:10:09.442 12/11/1995]',0.017,-0.005,0.001,56.842,0.278,0.167
'[16:10:09.444 12/11/1995]',0.017,0.001,0.006,56.842,0.278,0.167
'[16:10:09.446 12/11/1995]',0.026,0.001,0.001,56.842,0.278,0.167
'[16:10:09.448 12/11/1995]',0.026,0.006,0.006,56.617,0.246,0.180
'[16:10:09.450 12/11/1995]',0.034,0.006,0.012,56.617,0.246,0.180
'[16:10:09.452 12/11/1995]',0.034,0.006,0.012,56.617,0.246,0.180
'[16:10:09.454 12/11/1995]',0.042,0.006,0.006,56.617,0.246,0.180
'[16:10:09.456 12/11/1995]',0.034,0.001,0.006,56.316,0.214,0.193
'[16:10:09.458 12/11/1995]',0.042,0.001,0.006,56.316,0.214,0.193
'[16:10:09.460 12/11/1995]',0.042,0.001,0.006,56.316,0.214,0.193
'[16:10:09.462 12/11/1995]',0.042,0.006,0.006,56.316,0.214,0.193
'[16:10:09.464 12/11/1995]',0.051,0.012,0.001,56.241,0.178,0.207
'[16:10:09.466 12/11/1995]',0.059,0.024,0.001,56.241,0.178,0.207
'[16:10:09.468 12/11/1995]',0.068,0.012,0.001,56.241,0.178,0.207
'[16:10:09.470 12/11/1995]',0.076,0.012,-0.005,56.241,0.178,0.207
'[16:10:09.472 12/11/1995]',0.084,0.006,-0.005,56.015,0.147,0.221
'[16:10:09.474 12/11/1995]',0.084,0.006,-0.011,56.015,0.147,0.221
'[16:10:09.476 12/11/1995]',0.076,0.006,-0.011,56.015,0.147,0.221
'[16:10:09.478 12/11/1995]',0.084,0.006,-0.011,56.015,0.147,0.221
'[16:10:09.480 12/11/1995]',0.076,0.012,-0.022,55.865,0.117,0.234
'[16:10:09.482 12/11/1995]',0.084,0.024,-0.011,55.865,0.117,0.234
'[16:10:09.484 12/11/1995]',0.084,0.024,-0.011,55.865,0.117,0.234
'[16:10:09.486 12/11/1995]',0.084,0.024,-0.022,55.865,0.117,0.234
'[16:10:09.488 12/11/1995]',0.084,0.012,-0.028,55.714,0.088,0.246
'[16:10:09.490 12/11/1995]',0.084,0.012,-0.028,55.714,0.088,0.246
'[16:10:09.492 12/11/1995]',0.076,0.012,-0.034,55.714,0.088,0.246
'[16:10:09.494 12/11/1995]',0.076,0.012,-0.034,55.714,0.088,0.246
'[16:10:09.496 12/11/1995]',0.076,0.012,-0.034,55.489,0.059,0.258
'[16:10:09.498 12/11/1995]',0.068,0.024,-0.028,55.489,0.059,0.258
'[16:10:09.500 12/11/1995]',0.068,0.029,-0.028,55.489,0.059,0.258
'[16:10:09.502 12/11/1995]',0.059,0.024,-0.028,55.489,0.059,0.258
'[16:10:09.504 12/11/1995]',0.059,0.012,-0.022,55.338,0.032,0.269
'[16:10:09.506 12/11/1995]',0.051,0.006,-0.022,55.338,0.032,0.269
'[16:10:09.508 12/11/1995]',0.034,0.001,-0.011,55.338,0.032,0.269
'[16:10:09.510 12/11/1995]',0.017,0.001,-0.011,55.338,0.032,0.269
'[16:10:09.512 12/11/1995]',0.009,0.006,-0.005,55.113,0.003,0.279
'[16:10:09.514 12/11/1995]',0.009,0.006,0.001,55.113,0.003,0.279
'[16:10:09.516 12/11/1995]',0.001,0.006,0.001,55.113,0.003,0.279
'[16:10:09.518 12/11/1995]',-0.008,0.006,0.006,55.113,0.003,0.279
'[16:10:09.520 12/11/1995]',-0.008,0.001,0.006,54.962,-0.022,0.289
'[16:10:09.522 12/11/1995]',-0.016,0.001,0.001,54.962,-0.022,0.289
'[16:10:09.524 12/11/1995]',-0.016,-0.005,0.001,54.962,-0.022,0.289
'[16:10:09.526 12/11/1995]',-0.024,-0.005,0.001,54.962,-0.022,0.289
'[16:10:09.528 12/11/1995]',-0.024,0.001,0.001,54.662,-0.045,0.299
'[16:10:09.530 12/11/1995]',-0.024,0.001,0.006,54.662,-0.045,0.299
'[16:10:09.532 12/11/1995]',-0.024,0.001,0.001,54.662,-0.045,0.299
'[16:10:09.534 12/11/1995]',-0.024,0.001,0.001,54.662,-0.045,0.299
'[16:10:09.536 12/11/1995]',-0.024,0.001,0.006,54.436,-0.066,0.309
'[16:10:09.538 12/11/1995]',-0.024,0.001,0.006,54.436,-0.066,0.309
'[16:10:09.540 12/11/1995]',-0.033,-0.005,0.001,54.436,-0.066,0.309
'[16:10:09.542 12/11/1995]',-0.024,-0.005,0.001,54.436,-0.066,0.309
'[16:10:09.544 12/11/1995]',-0.033,-0.011,0.001,54.135,-0.090,0.319
'[16:10:09.546 12/11/1995]',-0.033,-0.005,0.001,54.135,-0.090,0.319
'[16:10:09.548 12/11/1995]',-0.033,0.001,0.001,54.135,-0.090,0.319
'[16:10:09.550 12/11/1995]',-0.024,0.001,0.006,54.135,-0.090,0.319
'[16:10:09.552 12/11/1995]',-0.024,0.001,0.006,53.910,-0.108,0.329
'[16:10:09.554 12/11/1995]',-0.024,0.001,0.006,53.910,-0.108,0.329
'[16:10:09.556 12/11/1995]',-0.024,0.001,0.006,53.910,-0.108,0.329
'[16:10:09.558 12/11/1995]',-0.033,-0.005,0.001,53.910,-0.108,0.329
'[16:10:09.560 12/11/1995]',-0.033,-0.005,0.001,53.609,-0.129,0.341
'[16:10:09.562 12/11/1995]',-0.033,-0.005,0.001,53.609,-0.129,0.341
'[16:10:09.564 12/11/1995]',-0.033,0.001,0.001,53.609,-0.129,0.341
'[16:10:09.566 12/11/1995]',-0.033,0.006,0.006,53.609,-0.129,0.341
'[16:10:09.568 12/11/1995]',-0.024,0.006,0.006,53.308,-0.146,0.352
'[16:10:09.570 12/11/1995]',-0.024,0.001,0.006,53.308,-0.146,0.352
'[16:10:09.572 12/11/1995]',-0.033,-0.005,0.006,53.308,-0.146,0.352
'[16:10:09.574 12/11/1995]',-0.033,-0.005,0.006,53.308,-0.146,0.352
'[16:10:09.576 12/11/1995]',-0.041,-0.005,0.001,52.932,-0.163,0.364
'[16:10:09.578 12/11/1995]',-0.041,-0.005,0.006,52.932,-0.163,0.364
'[16:10:09.580 12/11/1995]',-0.041,0.001,0.006,52.932,-0.163,0.364
'[16:10:09.582 12/11/1995]',-0.058,0.006,0.012,52.932,-0.163,0.364
'[16:10:09.584 12/11/1995]',-0.058,0.012,0.006,52.556,-0.183,0.375
'[16:10:09.586 12/11/1995]',-0.058,0.006,0.006,52.556,-0.183,0.375
'[16:10:09.588 12/11/1995]',-0.058,0.006,-0.005,52.556,-0.183,0.375
'[16:10:09.590 12/11/1995]',-0.058,0.001,-0.011,52.556,-0.183,0.375
'[16:10:09.592 12/11/1995]',-0.058,0.001,-0.028,52.256,-0.197,0.385
'[16:10:09.594 12/11/1995]',-0.050,0.001,-0.034,52.256,-0.197,0.385
'[16:10:09.596 12/11/1995]',-0.041,0.012,-0.045,52.256,-0.197,0.385
'[16:10:09.598 12/11/1995]',-0.016,0.024,-0.062,52.256,-0.197,0.385
'[16:10:09.600 12/11/1995]',0.009,0.029,-0.068,51.880,-0.212,0.394
'[16:10:09.602 12/11/1995]',0.042,0.035,-0.090,51.880,-0.212,0.394
'[16:10:09.604 12/11/1995]',0.084,0.047,-0.136,51.880,-0.212,0.394
'[16:10:09.606 12/11/1995]',0.126,0.053,-0.175,51.880,-0.212,0.394
'[16:10:09.608 12/11/1995]',0.160,0.070,-0.232,51.504,-0.226,0.403
'[16:10:09.610 12/11/1995]',0.176,0.070,-0.283,51.504,-0.226,0.403
'[16:10:09.612 12/11/1995]',0.218,0.099,-0.334,51.504,-0.226,0.403
'[16:10:09.614 12/11/1995]',0.243,0.116,-0.380,51.504,-0.226,0.403
'[16:10:09.616 12/11/1995]',0.294,0.140,-0.425,51.203,-0.241,0.411
'[16:10:09.618 12/11/1995]',0.352,0.140,-0.488,51.203,-0.241,0.411
'[16:10:09.620 12/11/1995]',0.427,0.140,-,51.203,-0.241,0.411
'[16:10:09.622 12/11/1995]',0.494,0.128,-,51.203,-0.241,0.411
'[16:10:09.624 12/11/1995]',0.553,0.116,-,50.902,-0.253,0.419
'[16:10:09.626 12/11/1995]',0.587,0.099,-,50.902,-0.253,0.419
'[16:10:09.628 12/11/1995]',0.587,0.093,-,50.902,-0.253,0.419
