'Time and date','II','V','ABP','PAP','PLETH','RESP'
'[12:43:50.056 20/06/1995]',0.071,0.002,65.691,30.325,-0.320,1.024
'[12:43:50.058 20/06/1995]',0.071,0.020,65.691,30.325,-0.320,1.024
'[12:43:50.060 20/06/1995]',0.071,0.020,65.691,30.325,-0.320,1.024
'[12:43:50.062 20/06/1995]',0.071,0.020,65.691,30.325,-0.320,1.024
'[12:43:50.064 20/06/1995]',0.071,0.020,65.389,30.075,-0.330,1.024
'[12:43:50.066 20/06/1995]',0.071,0.020,65.389,30.075,-0.330,1.024
'[12:43:50.068 20/06/1995]',0.071,0.020,65.389,30.075,-0.330,1.024
'[12:43:50.070 20/06/1995]',0.071,0.020,65.389,30.075,-0.330,1.024
'[12:43:50.072 20/06/1995]',0.071,0.020,65.138,29.550,-0.340,1.024
'[12:43:50.074 20/06/1995]',0.071,0.020,65.138,29.550,-0.340,1.024
'[12:43:50.076 20/06/1995]',0.082,0.039,65.138,29.550,-0.340,1.024
'[12:43:50.078 20/06/1995]',0.082,0.020,65.138,29.550,-0.340,1.024
'[12:43:50.080 20/06/1995]',0.094,0.039,64.887,28.900,-0.348,1.024
'[12:43:50.082 20/06/1995]',0.106,0.020,64.887,28.900,-0.348,1.024
'[12:43:50.084 20/06/1995]',0.106,0.020,64.887,28.900,-0.348,1.024
'[12:43:50.086 20/06/1995]',0.106,0.020,64.887,28.900,-0.348,1.024
'[12:43:50.088 20/06/1995]',0.118,0.020,64.586,28.375,-0.356,1.024
'[12:43:50.090 20/06/1995]',0.129,0.020,64.586,28.375,-0.356,1.024
'[12:43:50.092 20/06/1995]',0.141,0.020,64.586,28.375,-0.356,1.024
'[12:43:50.094 20/06/1995]',0.141,0.020,64.586,28.375,-0.356,1.024
'[12:43:50.096 20/06/1995]',0.141,0.020,64.284,28.025,-0.363,1.024
'[12:43:50.098 20/06/1995]',0.141,0.020,64.284,28.025,-0.363,1.024
'[12:43:50.100 20/06/1995]',0.141,0.002,64.284,28.025,-0.363,1.024
'[12:43:50.102 20/06/1995]',0.141,0.002,64.284,28.025,-0.363,1.024
'[12:43:50.104 20/06/1995]',0.153,0.002,63.933,27.975,-0.370,1.024
'[12:43:50.106 20/06/1995]',0.153,0.002,63.933,27.975,-0.370,1.024
'[12:43:50.108 20/06/1995]',0.153,0.002,63.933,27.975,-0.370,1.024
'[12:43:50.110 20/06/1995]',0.153,0.002,63.933,27.975,-0.370,1.024
'[12:43:50.112 20/06/1995]',0.164,0.002,63.581,27.975,-0.375,1.024
'[12:43:50.114 20/06/1995]',0.176,0.002,63.581,27.975,-0.375,1.024
'[12:43:50.116 20/06/1995]',0.164,0.002,63.581,27.975,-0.375,1.024
'[12:43:50.118 20/06/1995]',0.153,-0.017,63.581,27.975,-0.375,1.024
'[12:43:50.120 20/06/1995]',0.141,-0.017,63.280,28.100,-0.381,1.024
'[12:43:50.122 20/06/1995]',0.141,-0.017,63.280,28.100,-0.381,1.024
'[12:43:50.124 20/06/1995]',0.129,0.002,63.280,28.100,-0.381,1.024
'[12:43:50.126 20/06/1995]',0.129,0.002,63.280,28.100,-0.381,1.024
'[12:43:50.128 20/06/1995]',0.106,0.002,62.928,28.100,-0.386,1.024
'[12:43:50.130 20/06/1995]',0.106,0.002,62.928,28.100,-0.386,1.024
'[12:43:50.132 20/06/1995]',0.082,0.002,62.928,28.100,-0.386,1.024
'[12:43:50.134 20/06/1995]',0.071,0.002,62.928,28.100,-0.386,1.024
'[12:43:50.136 20/06/1995]',0.059,0.002,62.577,28.100,-0.391,1.024
'[12:43:50.138 20/06/1995]',0.047,0.002,62.577,28.100,-0.391,1.024
'[12:43:50.140 20/06/1995]',0.047,0.002,62.577,28.100,-0.391,1.024
'[12:43:50.142 20/06/1995]',0.047,0.002,62.577,28.100,-0.391,1.024
'[12:43:50.144 20/06/1995]',0.059,0.002,62.225,28.150,-0.396,1.024
'[12:43:50.146 20/06/1995]',0.059,0.002,62.225,28.150,-0.396,1.024
'[12:43:50.148 20/06/1995]',0.047,0.002,62.225,28.150,-0.396,1.024
'[12:43:50.150 20/06/1995]',0.036,0.002,62.225,28.150,-0.396,1.024
'[12:43:50.152 20/06/1995]',0.036,0.020,61.874,28.275,-0.402,1.024
'[12:43:50.154 20/06/1995]',0.024,0.002,61.874,28.275,-0.402,1.024
'[12:43:50.156 20/06/1995]',0.012,0.002,61.874,28.275,-0.402,1.024
'[12:43:50.158 20/06/1995]',0.012,0.002,61.874,28.275,-0.402,1.024
'[12:43:50.160 20/06/1995]',0.012,0.002,61.522,28.275,-0.407,1.024
'[12:43:50.162 20/06/1995]',0.024,0.020,61.522,28.275,-0.407,1.024
'[12:43:50.164 20/06/1995]',0.024,0.002,61.522,28.275,-0.407,1.024
'[12:43:50.166 20/06/1995]',0.024,0.002,61.522,28.275,-0.407,1.024
'[12:43:50.168 20/06/1995]',0.012,0.002,61.171,27.900,-0.413,1.024
'[12:43:50.170 20/06/1995]',0.012,0.002,61.171,27.900,-0.413,1.024
'[12:43:50.172 20/06/1995]',0.001,0.002,61.171,27.900,-0.413,1.024
'[12:43:50.174 20/06/1995]',0.001,0.002,61.171,27.900,-0.413,1.024
'[12:43:50.176 20/06/1995]',0.001,0.020,60.819,27.150,-0.418,1.024
'[12:43:50.178 20/06/1995]',0.001,0.020,60.819,27.150,-0.418,1.024
'[12:43:50.180 20/06/1995]',0.001,0.020,60.819,27.150,-0.418,1.024
'[12:43:50.182 20/06/1995]',0.001,0.020,60.819,27.150,-0.418,1.024
'[12:43:50.184 20/06/1995]',0.001,0.020,60.468,26.100,-0.424,1.024
'[12:43:50.186 20/06/1995]',0.001,0.020,60.468,26.100,-0.424,1.024
'[12:43:50.188 20/06/1995]',0.001,0.002,60.468,26.100,-0.424,1.024
'[12:43:50.190 20/06/1995]',0.001,0.002,60.468,26.100,-0.424,1.024
'[12:43:50.192 20/06/1995]',0.001,0.002,60.066,25.225,-0.428,1.024
'[12:43:50.194 20/06/1995]',0.001,0.002,60.066,25.225,-0.428,1.024
'[12:43:50.196 20/06/1995]',0.024,0.002,60.066,25.225,-0.428,1.024
'[12:43:50.198 20/06/1995]',0.024,0.002,60.066,25.225,-0.428,1.024
'[12:43:50.200 20/06/1995]',0.001,0.002,59.714,24.875,-0.434,1.024
'[12:43:50.202 20/06/1995]',0.001,0.002,59.714,24.875,-0.434,1.024
'[12:43:50.204 20/06/1995]',-0.011,0.002,59.714,24.875,-0.434,1.024
'[12:43:50.206 20/06/1995]',-0.022,0.020,59.714,24.875,-0.434,1.024
'[12:43:50.208 20/06/1995]',-0.022,0.020,59.413,25.150,-0.439,1.024
'[12:43:50.210 20/06/1995]',-0.022,0.020,59.413,25.150,-0.439,1.024
'[12:43:50.212 20/06/1995]',0.001,0.002,59.413,25.150,-0.439,1.024
'[12:43:50.214 20/06/1995]',0.001,0.002,59.413,25.150,-0.439,1.024
'[12:43:50.216 20/06/1995]',0.001,0.020,59.061,25.675,-0.444,1.024
'[12:43:50.218 20/06/1995]',-0.034,0.020,59.061,25.675,-0.444,1.024
'[12:43:50.220 20/06/1995]',-0.069,0.039,59.061,25.675,-0.444,1.024
'[12:43:50.222 20/06/1995]',-0.081,0.058,59.061,25.675,-0.444,1.024
'[12:43:50.224 20/06/1995]',-0.069,0.077,58.710,25.975,-0.449,1.024
'[12:43:50.226 20/06/1995]',-0.057,0.096,58.710,25.975,-0.449,1.024
'[12:43:50.228 20/06/1995]',-0.022,0.096,58.710,25.975,-0.449,1.024
'[12:43:50.230 20/06/1995]',0.024,0.077,58.710,25.975,-0.449,1.024
'[12:43:50.232 20/06/1995]',0.082,0.058,58.408,25.750,-0.454,1.024
'[12:43:50.234 20/06/1995]',0.153,0.002,58.408,25.750,-0.454,1.024
'[12:43:50.236 20/06/1995]',0.246,-0.036,58.408,25.750,-0.454,1.024
'[12:43:50.238 20/06/1995]',0.351,-0.093,58.408,25.750,-0.454,1.024
'[12:43:50.240 20/06/1995]',0.468,-0.150,58.057,25.225,-0.458,1.024
'[12:43:50.242 20/06/1995]',0.561,-0.188,58.057,25.225,-0.458,1.024
'[12:43:50.244 20/06/1995]',0.654,-0.245,58.057,25.225,-0.458,1.024
'[12:43:50.246 20/06/1995]',0.701,-0.302,58.057,25.225,-0.458,1.024
'[12:43:50.248 20/06/1995]',0.736,-0.359,57.756,24.625,-0.461,1.024
'[12:43:50.250 20/06/1995]',0.736,-0.416,57.756,24.625,-0.461,1.024
'[12:43:50.252 20/06/1995]',0.736,-0.435,57.756,24.625,-0.461,1.024
'[12:43:50.254 20/06/1995]',0.724,-0.435,57.756,24.625,-0.461,1.024
'[12:43:50.256 20/06/1995]',0.665,-0.416,57.454,24.400,-0.465,1.024
'[12:43:50.258 20/06/1995]',0.572,-0.378,57.454,24.400,-0.465,1.024
'[12:43:50.260 20/06/1995]',0.479,-0.321,57.454,24.400,-0.465,1.024
'[12:43:50.262 20/06/1995]',0.386,-0.283,57.454,24.400,-0.465,1.024
'[12:43:50.264 20/06/1995]',0.316,-0.264,57.103,24.400,-0.468,1.024
'[12:43:50.266 20/06/1995]',0.257,-0.226,57.103,24.400,-0.468,1.024
'[12:43:50.268 20/06/1995]',0.222,-0.207,57.103,24.400,-0.468,1.024
'[12:43:50.270 20/06/1995]',0.176,-0.169,57.103,24.400,-0.468,1.024
'[12:43:50.272 20/06/1995]',0.141,-0.131,56.902,24.525,-0.471,1.024
'[12:43:50.274 20/06/1995]',0.106,-0.112,56.902,24.525,-0.471,1.024
'[12:43:50.276 20/06/1995]',0.071,-0.093,56.902,24.525,-0.471,1.024
'[12:43:50.278 20/06/1995]',0.036,-0.055,56.902,24.525,-0.471,1.024
'[12:43:50.280 20/06/1995]',0.024,-0.055,56.600,24.575,-0.474,1.024
'[12:43:50.282 20/06/1995]',0.001,-0.036,56.600,24.575,-0.474,1.024
'[12:43:50.284 20/06/1995]',0.001,-0.017,56.600,24.575,-0.474,1.024
'[12:43:50.286 20/06/1995]',0.001,-0.017,56.600,24.575,-0.474,1.024
'[12:43:50.288 20/06/1995]',-0.011,0.002,56.349,24.450,-0.477,1.024
'[12:43:50.290 20/06/1995]',-0.022,0.002,56.349,24.450,-0.477,1.024
'[12:43:50.292 20/06/1995]',-0.034,0.020,56.349,24.450,-0.477,1.024
'[12:43:50.294 20/06/1995]',-0.034,0.039,56.349,24.450,-0.477,1.024
'[12:43:50.296 20/06/1995]',-0.046,0.039,56.148,24.400,-0.481,1.024
'[12:43:50.298 20/06/1995]',-0.034,0.058,56.148,24.400,-0.481,1.024
'[12:43:50.300 20/06/1995]',-0.034,0.058,56.148,24.400,-0.481,1.024
'[12:43:50.302 20/06/1995]',-0.046,0.058,56.148,24.400,-0.481,1.024
'[12:43:50.304 20/06/1995]',-0.057,0.058,55.998,24.400,-0.482,1.024
'[12:43:50.306 20/06/1995]',-0.069,0.058,55.998,24.400,-0.482,1.024
'[12:43:50.308 20/06/1995]',-0.057,0.058,55.998,24.400,-0.482,1.024
'[12:43:50.310 20/06/1995]',-0.057,0.058,55.998,24.400,-0.482,1.024
'[12:43:50.312 20/06/1995]',-0.046,0.058,55.797,24.450,-0.485,1.024
'[12:43:50.314 20/06/1995]',-0.046,0.058,55.797,24.450,-0.485,1.024
'[12:43:50.316 20/06/1995]',-0.046,0.058,55.797,24.450,-0.485,1.024
'[12:43:50.318 20/06/1995]',-0.046,0.058,55.797,24.450,-0.485,1.024
'[12:43:50.320 20/06/1995]',-0.057,0.058,55.596,24.450,-0.488,1.024
'[12:43:50.322 20/06/1995]',-0.057,0.058,55.596,24.450,-0.488,1.024
'[12:43:50.324 20/06/1995]',-0.057,0.058,55.596,24.450,-0.488,1.024
'[12:43:50.326 20/06/1995]',-0.046,0.058,55.596,24.450,-0.488,1.024
'[12:43:50.328 20/06/1995]',-0.034,0.077,55.395,24.450,-0.489,1.024
'[12:43:50.330 20/06/1995]',-0.034,0.077,55.395,24.450,-0.489,1.024
'[12:43:50.332 20/06/1995]',-0.034,0.077,55.395,24.450,-0.489,1.024
'[12:43:50.334 20/06/1995]',-0.046,0.077,55.395,24.450,-0.489,1.024
'[12:43:50.336 20/06/1995]',-0.057,0.077,55.244,24.400,-0.489,1.024
'[12:43:50.338 20/06/1995]',-0.057,0.077,55.244,24.400,-0.489,1.024
'[12:43:50.340 20/06/1995]',-0.046,0.077,55.244,24.400,-0.489,1.024
'[12:43:50.342 20/06/1995]',-0.034,0.077,55.244,24.400,-0.489,1.024
'[12:43:50.344 20/06/1995]',-0.034,0.058,55.044,24.350,-0.491,1.024
'[12:43:50.346 20/06/1995]',-0.034,0.077,55.044,24.350,-0.491,1.024
'[12:43:50.348 20/06/1995]',-0.034,0.077,55.044,24.350,-0.491,1.024
'[12:43:50.350 20/06/1995]',-0.034,0.077,55.044,24.350,-0.491,1.024
'[12:43:50.352 20/06/1995]',-0.034,0.077,54.893,23.975,-0.490,1.024
'[12:43:50.354 20/06/1995]',-0.034,0.058,54.893,23.975,-0.490,1.024
'[12:43:50.356 20/06/1995]',-0.034,0.077,54.893,23.975,-0.490,1.024
'[12:43:50.358 20/06/1995]',-0.022,0.058,54.893,23.975,-0.490,1.024
'[12:43:50.360 20/06/1995]',-0.011,0.077,54.642,23.625,-0.489,1.024
'[12:43:50.362 20/06/1995]',-0.022,0.077,54.642,23.625,-0.489,1.024
'[12:43:50.364 20/06/1995]',-0.022,0.077,54.642,23.625,-0.489,1.024
'[12:43:50.366 20/06/1995]',-0.034,0.077,54.642,23.625,-0.489,1.024
'[12:43:50.368 20/06/1995]',-0.034,0.077,54.441,24.050,-0.490,1.024
'[12:43:50.370 20/06/1995]',-0.034,0.077,54.441,24.050,-0.490,1.024
'[12:43:50.372 20/06/1995]',-0.034,0.077,54.441,24.050,-0.490,1.024
'[12:43:50.374 20/06/1995]',-0.034,0.058,54.441,24.050,-0.490,1.024
'[12:43:50.376 20/06/1995]',-0.034,0.077,54.240,26.025,-0.489,1.024
'[12:43:50.378 20/06/1995]',-0.034,0.077,54.240,26.025,-0.489,1.024
'[12:43:50.380 20/06/1995]',-0.022,0.077,54.240,26.025,-0.489,1.024
'[12:43:50.382 20/06/1995]',-0.022,0.058,54.240,26.025,-0.489,1.024
'[12:43:50.384 20/06/1995]',-0.011,0.077,53.989,29.325,-0.489,1.024
'[12:43:50.386 20/06/1995]',-0.034,0.077,53.989,29.325,-0.489,1.024
'[12:43:50.388 20/06/1995]',-0.034,0.077,53.989,29.325,-0.489,1.024
'[12:43:50.390 20/06/1995]',-0.034,0.077,53.989,29.325,-0.489,1.024
'[12:43:50.392 20/06/1995]',-0.034,0.077,53.688,32.775,-0.489,1.024
'[12:43:50.394 20/06/1995]',-0.034,0.077,53.688,32.775,-0.489,1.024
'[12:43:50.396 20/06/1995]',-0.034,0.077,53.688,32.775,-0.489,1.024
'[12:43:50.398 20/06/1995]',-0.034,0.077,53.688,32.775,-0.489,1.024
'[12:43:50.400 20/06/1995]',-0.034,0.077,53.487,35.475,-0.487,1.024
'[12:43:50.402 20/06/1995]',-0.022,0.058,53.487,35.475,-0.487,1.024
'[12:43:50.404 20/06/1995]',-0.034,0.058,53.487,35.475,-0.487,1.024
'[12:43:50.406 20/06/1995]',-0.034,0.058,53.487,35.475,-0.487,1.024
'[12:43:50.408 20/06/1995]',-0.034,0.077,53.286,37.350,-0.488,1.024
'[12:43:50.410 20/06/1995]',-0.034,0.058,53.286,37.350,-0.488,1.024
'[12:43:50.412 20/06/1995]',-0.034,0.077,53.286,37.350,-0.488,1.024
'[12:43:50.414 20/06/1995]',-0.034,0.077,53.286,37.350,-0.488,1.024
'[12:43:50.416 20/06/1995]',-0.034,0.077,53.135,38.925,-0.486,1.024
'[12:43:50.418 20/06/1995]',-0.034,0.058,53.135,38.925,-0.486,1.024
'[12:43:50.420 20/06/1995]',-0.046,0.058,53.135,38.925,-0.486,1.024
'[12:43:50.422 20/06/1995]',-0.034,0.058,53.135,38.925,-0.486,1.024
'[12:43:50.424 20/06/1995]',-0.034,0.058,53.185,40.400,-0.487,1.024
'[12:43:50.426 20/06/1995]',-0.034,0.077,53.185,40.400,-0.487,1.024
'[12:43:50.428 20/06/1995]',-0.034,0.058,53.185,40.400,-0.487,1.024
'[12:43:50.430 20/06/1995]',-0.034,0.077,53.185,40.400,-0.487,1.024
'[12:43:50.432 20/06/1995]',-0.022,0.077,53.537,41.925,-0.486,1.024
'[12:43:50.434 20/06/1995]',-0.034,0.058,53.537,41.925,-0.486,1.024
'[12:43:50.436 20/06/1995]',-0.034,0.058,53.537,41.925,-0.486,1.024
'[12:43:50.438 20/06/1995]',-0.034,0.058,53.537,41.925,-0.486,1.024
'[12:43:50.440 20/06/1995]',-0.034,0.058,54.441,43.850,-0.484,1.024
'[12:43:50.442 20/06/1995]',-0.034,0.058,54.441,43.850,-0.484,1.024
'[12:43:50.444 20/06/1995]',-0.034,0.058,54.441,43.850,-0.484,1.024
'[12:43:50.446 20/06/1995]',-0.022,0.058,54.441,43.850,-0.484,1.024
'[12:43:50.448 20/06/1995]',-0.034,0.058,56.148,46.600,-0.483,1.024
'[12:43:50.450 20/06/1995]',-0.034,0.058,56.148,46.600,-0.483,1.024
'[12:43:50.452 20/06/1995]',-0.034,0.058,56.148,46.600,-0.483,1.024
'[12:43:50.454 20/06/1995]',-0.034,0.058,56.148,46.600,-0.483,1.024
'[12:43:50.456 20/06/1995]',-0.034,0.058,58.710,49.825,-0.482,1.024
'[12:43:50.458 20/06/1995]',-0.046,0.058,58.710,49.825,-0.482,1.024
'[12:43:50.460 20/06/1995]',-0.034,0.058,58.710,49.825,-0.482,1.024
'[12:43:50.462 20/06/1995]',-0.034,0.058,58.710,49.825,-0.482,1.024
'[12:43:50.464 20/06/1995]',-0.034,0.058,61.874,53.000,-0.477,1.024
'[12:43:50.466 20/06/1995]',-0.034,0.058,61.874,53.000,-0.477,1.024
'[12:43:50.468 20/06/1995]',-0.034,0.058,61.874,53.000,-0.477,1.024
'[12:43:50.470 20/06/1995]',-0.034,0.058,61.874,53.000,-0.477,1.024
'[12:43:50.472 20/06/1995]',-0.034,0.058,65.640,55.275,-0.472,1.024
'[12:43:50.474 20/06/1995]',-0.046,0.058,65.640,55.275,-0.472,1.024
'[12:43:50.476 20/06/1995]',-0.057,0.058,65.640,55.275,-0.472,1.024
'[12:43:50.478 20/06/1995]',-0.046,0.058,65.640,55.275,-0.472,1.024
'[12:43:50.480 20/06/1995]',-0.046,0.058,69.809,56.500,-0.461,1.024
'[12:43:50.482 20/06/1995]',-0.046,0.058,69.809,56.500,-0.461,1.024
'[12:43:50.484 20/06/1995]',-0.034,0.058,69.809,56.500,-0.461,1.024
'[12:43:50.486 20/06/1995]',-0.046,0.058,69.809,56.500,-0.461,1.024
'[12:43:50.488 20/06/1995]',-0.046,0.058,74.228,56.850,-0.446,1.024
'[12:43:50.490 20/06/1995]',-0.046,0.058,74.228,56.850,-0.446,1.024
'[12:43:50.492 20/06/1995]',-0.046,0.058,74.228,56.850,-0.446,1.024
'[12:43:50.494 20/06/1995]',-0.046,0.058,74.228,56.850,-0.446,1.024
'[12:43:50.496 20/06/1995]',-0.034,0.058,78.899,56.625,-0.424,1.024
'[12:43:50.498 20/06/1995]',-0.034,0.058,78.899,56.625,-0.424,1.024
'[12:43:50.500 20/06/1995]',-0.034,0.058,78.899,56.625,-0.424,1.024
'[12:43:50.502 20/06/1995]',-0.034,0.039,78.899,56.625,-0.424,1.024
'[12:43:50.504 20/06/1995]',-0.034,0.039,83.520,56.275,-0.394,1.024
'[12:43:50.506 20/06/1995]',-0.046,0.039,83.520,56.275,-0.394,1.024
'[12:43:50.508 20/06/1995]',-0.046,0.039,83.520,56.275,-0.394,1.024
'[12:43:50.510 20/06/1995]',-0.034,0.039,83.520,56.275,-0.394,1.024
'[12:43:50.512 20/06/1995]',-0.034,0.039,88.240,56.225,-0.353,1.024
'[12:43:50.514 20/06/1995]',-0.034,0.039,88.240,56.225,-0.353,1.024
'[12:43:50.516 20/06/1995]',-0.034,0.039,88.240,56.225,-0.353,1.024
'[12:43:50.518 20/06/1995]',-0.034,0.039,88.240,56.225,-0.353,1.024
'[12:43:50.520 20/06/1995]',-0.034,0.039,92.710,56.450,-0.305,1.024
'[12:43:50.522 20/06/1995]',-0.034,0.039,92.710,56.450,-0.305,1.024
'[12:43:50.524 20/06/1995]',-0.034,0.020,92.710,56.450,-0.305,1.024
'[12:43:50.526 20/06/1995]',-0.034,0.039,92.710,56.450,-0.305,1.024
'[12:43:50.528 20/06/1995]',-0.034,0.039,96.979,56.925,-0.247,1.024
'[12:43:50.530 20/06/1995]',-0.034,0.039,96.979,56.925,-0.247,1.024
'[12:43:50.532 20/06/1995]',-0.034,0.020,96.979,56.925,-0.247,1.024
'[12:43:50.534 20/06/1995]',-0.034,0.020,96.979,56.925,-0.247,1.024
'[12:43:50.536 20/06/1995]',-0.022,0.020,100.796,57.550,-0.182,1.012
'[12:43:50.538 20/06/1995]',-0.034,0.020,100.796,57.550,-0.182,1.012
'[12:43:50.540 20/06/1995]',-0.034,0.020,100.796,57.550,-0.182,1.012
'[12:43:50.542 20/06/1995]',-0.022,0.020,100.796,57.550,-0.182,1.012
'[12:43:50.544 20/06/1995]',-0.022,0.020,104.010,58.100,-0.112,0.977
'[12:43:50.546 20/06/1995]',-0.011,0.020,104.010,58.100,-0.112,0.977
'[12:43:50.548 20/06/1995]',-0.011,0.020,104.010,58.100,-0.112,0.977
'[12:43:50.550 20/06/1995]',-0.011,0.020,104.010,58.100,-0.112,0.977
'[12:43:50.552 20/06/1995]',-0.022,0.002,106.772,58.375,-0.038,0.942
'[12:43:50.554 20/06/1995]',-0.022,0.002,106.772,58.375,-0.038,0.942
'[12:43:50.556 20/06/1995]',-0.022,0.002,106.772,58.375,-0.038,0.942
'[12:43:50.558 20/06/1995]',-0.011,0.002,106.772,58.375,-0.038,0.942
'[12:43:50.560 20/06/1995]',0.001,0.002,108.982,58.375,0.038,0.906
'[12:43:50.562 20/06/1995]',0.001,0.002,108.982,58.375,0.038,0.906
'[12:43:50.564 20/06/1995]',0.001,0.002,108.982,58.375,0.038,0.906
'[12:43:50.566 20/06/1995]',0.001,0.002,108.982,58.375,0.038,0.906
'[12:43:50.568 20/06/1995]',0.001,0.002,110.539,58.150,0.111,0.870
'[12:43:50.570 20/06/1995]',0.001,0.002,110.539,58.150,0.111,0.870
'[12:43:50.572 20/06/1995]',0.001,0.002,110.539,58.150,0.111,0.870
'[12:43:50.574 20/06/1995]',0.001,0.002,110.539,58.150,0.111,0.870
'[12:43:50.576 20/06/1995]',0.001,0.002,111.744,57.725,0.180,0.834
'[12:43:50.578 20/06/1995]',0.001,0.002,111.744,57.725,0.180,0.834
'[12:43:50.580 20/06/1995]',0.012,0.002,111.744,57.725,0.180,0.834
'[12:43:50.582 20/06/1995]',0.024,0.002,111.744,57.725,0.180,0.834
'[12:43:50.584 20/06/1995]',0.012,0.002,112.397,57.325,0.243,0.796
'[12:43:50.586 20/06/1995]',0.024,0.002,112.397,57.325,0.243,0.796
'[12:43:50.588 20/06/1995]',0.024,0.002,112.397,57.325,0.243,0.796
'[12:43:50.590 20/06/1995]',0.024,0.002,112.397,57.325,0.243,0.796
'[12:43:50.592 20/06/1995]',0.024,0.002,112.548,56.925,0.299,0.759
'[12:43:50.594 20/06/1995]',0.024,0.002,112.548,56.925,0.299,0.759
'[12:43:50.596 20/06/1995]',0.036,0.002,112.548,56.925,0.299,0.759
'[12:43:50.598 20/06/1995]',0.024,0.002,112.548,56.925,0.299,0.759
'[12:43:50.600 20/06/1995]',0.036,0.002,112.448,56.500,0.349,0.722
'[12:43:50.602 20/06/1995]',0.024,0.002,112.448,56.500,0.349,0.722
'[12:43:50.604 20/06/1995]',0.036,0.002,112.448,56.500,0.349,0.722
'[12:43:50.606 20/06/1995]',0.036,0.002,112.448,56.500,0.349,0.722
'[12:43:50.608 20/06/1995]',0.036,0.002,112.046,56.100,0.390,0.685
'[12:43:50.610 20/06/1995]',0.036,0.020,112.046,56.100,0.390,0.685
'[12:43:50.612 20/06/1995]',0.036,0.020,112.046,56.100,0.390,0.685
'[12:43:50.614 20/06/1995]',0.036,0.020,112.046,56.100,0.390,0.685
'[12:43:50.616 20/06/1995]',0.047,0.020,111.343,55.500,0.424,0.648
'[12:43:50.618 20/06/1995]',0.036,0.020,111.343,55.500,0.424,0.648
'[12:43:50.620 20/06/1995]',0.036,0.020,111.343,55.500,0.424,0.648
'[12:43:50.622 20/06/1995]',0.036,0.020,111.343,55.500,0.424,0.648
'[12:43:50.624 20/06/1995]',0.036,0.020,110.338,54.875,0.452,0.611
'[12:43:50.626 20/06/1995]',0.036,0.020,110.338,54.875,0.452,0.611
'[12:43:50.628 20/06/1995]',0.047,0.020,110.338,54.875,0.452,0.611
'[12:43:50.630 20/06/1995]',0.047,0.020,110.338,54.875,0.452,0.611
'[12:43:50.632 20/06/1995]',0.047,0.039,109.133,54.050,0.472,0.574
'[12:43:50.634 20/06/1995]',0.047,0.020,109.133,54.050,0.472,0.574
'[12:43:50.636 20/06/1995]',0.036,0.020,109.133,54.050,0.472,0.574
'[12:43:50.638 20/06/1995]',0.036,0.020,109.133,54.050,0.472,0.574
