'Time and date','II','I','V','ABP','PLETH','RESP'
'[12:36:07.086 20/10/1995]',0.005,0.001,-0.014,66.241,-0.038,-0.554
'[12:36:07.088 20/10/1995]',0.005,0.001,-0.014,65.639,-0.043,-0.552
'[12:36:07.090 20/10/1995]',0.005,0.001,-0.014,65.639,-0.043,-0.552
'[12:36:07.092 20/10/1995]',0.005,0.001,-0.014,65.639,-0.043,-0.552
'[12:36:07.094 20/10/1995]',0.005,0.001,-0.014,65.639,-0.043,-0.552
'[12:36:07.096 20/10/1995]',0.004,-0.010,-0.014,65.038,-0.051,-0.550
'[12:36:07.098 20/10/1995]',0.003,-0.010,-0.014,65.038,-0.051,-0.550
'[12:36:07.100 20/10/1995]',0.002,-0.021,-0.014,65.038,-0.051,-0.550
'[12:36:07.102 20/10/1995]',0.001,-0.010,-0.014,65.038,-0.051,-0.550
'[12:36:07.104 20/10/1995]',-0.001,-0.021,-0.014,64.436,-0.057,-0.549
'[12:36:07.106 20/10/1995]',-0.002,-0.021,-0.014,64.436,-0.057,-0.549
'[12:36:07.108 20/10/1995]',-0.003,-0.021,-0.014,64.436,-0.057,-0.549
'[12:36:07.110 20/10/1995]',-0.005,-0.021,-0.014,64.436,-0.057,-0.549
'[12:36:07.112 20/10/1995]',-0.005,-0.021,-0.014,63.835,-0.064,-0.547
'[12:36:07.114 20/10/1995]',-0.005,-0.021,-0.014,63.835,-0.064,-0.547
'[12:36:07.116 20/10/1995]',-0.006,-0.021,-0.014,63.835,-0.064,-0.547
'[12:36:07.118 20/10/1995]',-0.006,-0.021,-0.014,63.835,-0.064,-0.547
'[12:36:07.120 20/10/1995]',-0.006,-0.021,-0.014,63.383,-0.074,-0.546
'[12:36:07.122 20/10/1995]',-0.006,-0.021,-0.014,63.383,-0.074,-0.546
'[12:36:07.124 20/10/1995]',-0.006,-0.032,-0.014,63.383,-0.074,-0.546
'[12:36:07.126 20/10/1995]',-0.005,-0.021,-0.014,63.383,-0.074,-0.546
'[12:36:07.128 20/10/1995]',-0.006,-0.021,0.001,62.932,-0.083,-0.544
'[12:36:07.130 20/10/1995]',-0.006,-0.010,0.001,62.932,-0.083,-0.544
'[12:36:07.132 20/10/1995]',-0.007,-0.021,0.001,62.932,-0.083,-0.544
'[12:36:07.134 20/10/1995]',-0.008,-0.021,0.001,62.932,-0.083,-0.544
'[12:36:07.136 20/10/1995]',-0.009,-0.021,0.001,62.556,-0.093,-0.543
'[12:36:07.138 20/10/1995]',-0.009,-0.021,0.001,62.556,-0.093,-0.543
'[12:36:07.140 20/10/1995]',-0.011,-0.021,0.001,62.556,-0.093,-0.543
'[12:36:07.142 20/10/1995]',-0.012,-0.032,0.001,62.556,-0.093,-0.543
'[12:36:07.144 20/10/1995]',-0.013,-0.032,0.001,62.180,-0.104,-0.542
'[12:36:07.146 20/10/1995]',-0.014,-0.032,0.001,62.180,-0.104,-0.542
'[12:36:07.148 20/10/1995]',-0.015,-0.021,0.001,62.180,-0.104,-0.542
'[12:36:07.150 20/10/1995]',-0.017,-0.032,0.001,62.180,-0.104,-0.542
'[12:36:07.152 20/10/1995]',-0.018,-0.032,0.001,61.880,-0.115,-0.541
'[12:36:07.154 20/10/1995]',-0.019,-0.032,0.001,61.880,-0.115,-0.541
'[12:36:07.156 20/10/1995]',-0.020,-0.032,0.001,61.880,-0.115,-0.541
'[12:36:07.158 20/10/1995]',-0.022,-0.032,0.001,61.880,-0.115,-0.541
'[12:36:07.160 20/10/1995]',-0.023,-0.032,0.001,61.429,-0.129,-0.541
'[12:36:07.162 20/10/1995]',-0.024,-0.032,0.001,61.429,-0.129,-0.541
'[12:36:07.164 20/10/1995]',-0.026,-0.032,0.001,61.429,-0.129,-0.541
'[12:36:07.166 20/10/1995]',-0.027,-0.032,0.001,61.429,-0.129,-0.541
'[12:36:07.168 20/10/1995]',-0.028,-0.032,0.001,61.053,-0.142,-0.540
'[12:36:07.170 20/10/1995]',-0.028,-0.032,0.001,61.053,-0.142,-0.540
'[12:36:07.172 20/10/1995]',-0.028,-0.032,0.001,61.053,-0.142,-0.540
'[12:36:07.174 20/10/1995]',-0.028,-0.032,0.001,61.053,-0.142,-0.540
'[12:36:07.176 20/10/1995]',-0.028,-0.032,0.001,60.752,-0.154,-0.540
'[12:36:07.178 20/10/1995]',-0.028,-0.032,0.001,60.752,-0.154,-0.540
'[12:36:07.180 20/10/1995]',-0.028,-0.032,0.001,60.752,-0.154,-0.540
'[12:36:07.182 20/10/1995]',-0.028,-0.021,0.001,60.752,-0.154,-0.540
'[12:36:07.184 20/10/1995]',-0.028,-0.032,-0.014,60.376,-0.170,-0.540
'[12:36:07.186 20/10/1995]',-0.028,-0.032,0.001,60.376,-0.170,-0.540
'[12:36:07.188 20/10/1995]',-0.028,-0.032,0.001,60.376,-0.170,-0.540
'[12:36:07.190 20/10/1995]',-0.027,-0.021,0.001,60.376,-0.170,-0.540
'[12:36:07.192 20/10/1995]',-0.026,-0.021,0.001,60.000,-0.180,-0.540
'[12:36:07.194 20/10/1995]',-0.024,-0.010,0.001,60.000,-0.180,-0.540
'[12:36:07.196 20/10/1995]',-0.022,0.001,0.001,60.000,-0.180,-0.540
'[12:36:07.198 20/10/1995]',-0.020,-0.010,0.001,60.000,-0.180,-0.540
'[12:36:07.200 20/10/1995]',-0.017,0.001,0.001,59.699,-0.195,-0.540
'[12:36:07.202 20/10/1995]',-0.015,0.001,0.001,59.699,-0.195,-0.540
'[12:36:07.204 20/10/1995]',-0.013,0.001,0.001,59.699,-0.195,-0.540
'[12:36:07.206 20/10/1995]',-0.011,0.001,0.001,59.699,-0.195,-0.540
'[12:36:07.208 20/10/1995]',-0.009,0.001,0.001,59.474,-0.205,-0.540
'[12:36:07.210 20/10/1995]',-0.008,0.001,0.001,59.474,-0.205,-0.540
'[12:36:07.212 20/10/1995]',-0.007,0.001,-0.014,59.474,-0.205,-0.540
'[12:36:07.214 20/10/1995]',-0.006,0.001,0.001,59.474,-0.205,-0.540
'[12:36:07.216 20/10/1995]',-0.005,0.001,-0.014,59.173,-0.221,-0.540
'[12:36:07.218 20/10/1995]',-0.005,0.001,0.001,59.173,-0.221,-0.540
'[12:36:07.220 20/10/1995]',-0.004,0.001,-0.014,59.173,-0.221,-0.540
'[12:36:07.222 20/10/1995]',-0.003,0.001,-0.014,59.173,-0.221,-0.540
'[12:36:07.224 20/10/1995]',-0.003,0.001,-0.014,58.947,-0.231,-0.540
'[12:36:07.226 20/10/1995]',-0.002,0.001,-0.014,58.947,-0.231,-0.540
'[12:36:07.228 20/10/1995]',-0.001,0.001,-0.014,58.947,-0.231,-0.540
'[12:36:07.230 20/10/1995]',0.000,0.001,-0.014,58.947,-0.231,-0.540
'[12:36:07.232 20/10/1995]',0.001,0.001,-0.014,58.797,-0.245,-0.539
'[12:36:07.234 20/10/1995]',0.002,0.001,-0.014,58.797,-0.245,-0.539
'[12:36:07.236 20/10/1995]',0.003,0.001,-0.014,58.797,-0.245,-0.539
'[12:36:07.238 20/10/1995]',0.004,0.001,-0.014,58.797,-0.245,-0.539
'[12:36:07.240 20/10/1995]',0.005,0.001,-0.014,58.647,-0.257,-0.539
'[12:36:07.242 20/10/1995]',0.006,0.001,0.001,58.647,-0.257,-0.539
'[12:36:07.244 20/10/1995]',0.007,0.001,-0.014,58.647,-0.257,-0.539
'[12:36:07.246 20/10/1995]',0.008,0.001,0.001,58.647,-0.257,-0.539
'[12:36:07.248 20/10/1995]',0.010,0.012,0.001,58.496,-0.267,-0.539
'[12:36:07.250 20/10/1995]',0.011,0.012,0.001,58.496,-0.267,-0.539
'[12:36:07.252 20/10/1995]',0.013,0.012,0.001,58.496,-0.267,-0.539
'[12:36:07.254 20/10/1995]',0.014,0.012,0.001,58.496,-0.267,-0.539
'[12:36:07.256 20/10/1995]',0.016,0.023,0.001,58.346,-0.280,-0.539
'[12:36:07.258 20/10/1995]',0.017,0.023,0.001,58.346,-0.280,-0.539
'[12:36:07.260 20/10/1995]',0.018,0.023,-0.014,58.346,-0.280,-0.539
'[12:36:07.262 20/10/1995]',0.019,0.012,0.001,58.346,-0.280,-0.539
'[12:36:07.264 20/10/1995]',0.019,0.023,0.001,58.195,-0.290,-0.540
'[12:36:07.266 20/10/1995]',0.020,0.023,0.001,58.195,-0.290,-0.540
'[12:36:07.268 20/10/1995]',0.019,0.023,0.001,58.195,-0.290,-0.540
'[12:36:07.270 20/10/1995]',0.019,0.023,0.001,58.195,-0.290,-0.540
'[12:36:07.272 20/10/1995]',0.019,0.023,0.001,58.045,-0.300,-0.541
'[12:36:07.274 20/10/1995]',0.019,0.012,0.001,58.045,-0.300,-0.541
'[12:36:07.276 20/10/1995]',0.018,0.023,0.001,58.045,-0.300,-0.541
'[12:36:07.278 20/10/1995]',0.018,0.023,0.001,58.045,-0.300,-0.541
'[12:36:07.280 20/10/1995]',0.017,0.012,0.001,57.895,-0.311,-0.542
'[12:36:07.282 20/10/1995]',0.017,0.012,0.001,57.895,-0.311,-0.542
'[12:36:07.284 20/10/1995]',0.016,0.012,0.001,57.895,-0.311,-0.542
'[12:36:07.286 20/10/1995]',0.016,0.012,0.001,57.895,-0.311,-0.542
'[12:36:07.288 20/10/1995]',0.015,0.012,0.001,57.820,-0.322,-0.542
'[12:36:07.290 20/10/1995]',0.014,0.012,0.001,57.820,-0.322,-0.542
'[12:36:07.292 20/10/1995]',0.013,0.012,0.001,57.820,-0.322,-0.542
'[12:36:07.294 20/10/1995]',0.012,0.012,0.001,57.820,-0.322,-0.542
'[12:36:07.296 20/10/1995]',0.012,0.012,0.001,57.594,-0.333,-0.542
'[12:36:07.298 20/10/1995]',0.011,0.012,0.001,57.594,-0.333,-0.542
'[12:36:07.300 20/10/1995]',0.011,0.001,0.001,57.594,-0.333,-0.542
'[12:36:07.302 20/10/1995]',0.011,0.001,0.001,57.594,-0.333,-0.542
'[12:36:07.304 20/10/1995]',0.011,0.001,0.001,57.444,-0.341,-0.541
'[12:36:07.306 20/10/1995]',0.011,0.001,0.001,57.444,-0.341,-0.541
'[12:36:07.308 20/10/1995]',0.010,0.001,0.001,57.444,-0.341,-0.541
'[12:36:07.310 20/10/1995]',0.010,0.001,0.001,57.444,-0.341,-0.541
'[12:36:07.312 20/10/1995]',0.008,0.001,0.016,57.293,-0.351,-0.540
'[12:36:07.314 20/10/1995]',0.007,0.001,0.016,57.293,-0.351,-0.540
'[12:36:07.316 20/10/1995]',0.005,0.001,0.032,57.293,-0.351,-0.540
'[12:36:07.318 20/10/1995]',0.002,-0.021,0.047,57.293,-0.351,-0.540
'[12:36:07.320 20/10/1995]',0.001,-0.021,0.063,57.068,-0.358,-0.539
'[12:36:07.322 20/10/1995]',-0.001,-0.021,0.078,57.068,-0.358,-0.539
'[12:36:07.324 20/10/1995]',0.000,-0.021,0.109,57.068,-0.358,-0.539
'[12:36:07.326 20/10/1995]',0.002,-0.010,0.156,57.068,-0.358,-0.539
'[12:36:07.328 20/10/1995]',0.006,0.001,0.202,56.767,-0.366,-0.539
'[12:36:07.330 20/10/1995]',0.011,0.012,0.218,56.767,-0.366,-0.539
'[12:36:07.332 20/10/1995]',0.018,0.034,0.218,56.767,-0.366,-0.539
'[12:36:07.334 20/10/1995]',0.025,0.056,0.218,56.767,-0.366,-0.539
'[12:36:07.336 20/10/1995]',0.033,0.100,0.218,56.541,-0.377,-0.539
'[12:36:07.338 20/10/1995]',0.041,0.156,0.218,56.541,-0.377,-0.539
'[12:36:07.340 20/10/1995]',0.049,0.211,0.187,56.541,-0.377,-0.539
'[12:36:07.342 20/10/1995]',0.056,0.277,0.125,56.541,-0.377,-0.539
'[12:36:07.344 20/10/1995]',0.063,0.321,0.047,56.316,-0.381,-0.538
'[12:36:07.346 20/10/1995]',0.070,0.354,-0.030,56.316,-0.381,-0.538
'[12:36:07.348 20/10/1995]',0.079,0.377,-0.154,56.316,-0.381,-0.538
'[12:36:07.350 20/10/1995]',0.088,0.388,-0.292,56.316,-0.381,-0.538
'[12:36:07.352 20/10/1995]',0.100,0.421,-0.416,56.015,-0.388,-0.538
'[12:36:07.354 20/10/1995]',0.112,0.443,-0.524,56.015,-0.388,-0.538
'[12:36:07.356 20/10/1995]',0.127,0.465,-0.648,56.015,-0.388,-0.538
'[12:36:07.358 20/10/1995]',0.142,0.498,-0.741,56.015,-0.388,-0.538
'[12:36:07.360 20/10/1995]',0.155,0.498,-0.818,55.789,-0.394,-0.537
'[12:36:07.362 20/10/1995]',0.169,0.498,-0.849,55.789,-0.394,-0.537
'[12:36:07.364 20/10/1995]',0.177,0.498,-0.865,55.789,-0.394,-0.537
'[12:36:07.366 20/10/1995]',0.186,0.465,-0.879,55.789,-0.394,-0.537
'[12:36:07.368 20/10/1995]',0.188,0.443,-0.895,55.564,-0.398,-0.535
'[12:36:07.370 20/10/1995]',0.189,0.399,-0.911,55.564,-0.398,-0.535
'[12:36:07.372 20/10/1995]',0.184,0.377,-0.895,55.564,-0.398,-0.535
'[12:36:07.374 20/10/1995]',0.179,0.354,-0.865,55.564,-0.398,-0.535
'[12:36:07.376 20/10/1995]',0.168,0.343,-0.849,55.338,-0.405,-0.534
'[12:36:07.378 20/10/1995]',0.158,0.332,-0.818,55.338,-0.405,-0.534
'[12:36:07.380 20/10/1995]',0.147,0.310,-0.772,55.338,-0.405,-0.534
'[12:36:07.382 20/10/1995]',0.136,0.277,-0.725,55.338,-0.405,-0.534
'[12:36:07.384 20/10/1995]',0.124,0.222,-0.663,55.188,-0.408,-0.533
'[12:36:07.386 20/10/1995]',0.113,0.111,-0.602,55.188,-0.408,-0.533
'[12:36:07.388 20/10/1995]',0.102,0.001,-0.540,55.188,-0.408,-0.533
'[12:36:07.390 20/10/1995]',0.092,-0.077,-0.478,55.188,-0.408,-0.533
'[12:36:07.392 20/10/1995]',0.083,-0.143,-0.416,54.962,-0.413,-0.534
'[12:36:07.394 20/10/1995]',0.075,-0.187,-0.370,54.962,-0.413,-0.534
'[12:36:07.396 20/10/1995]',0.069,-0.198,-0.323,54.962,-0.413,-0.534
'[12:36:07.398 20/10/1995]',0.064,-0.209,-0.292,54.962,-0.413,-0.534
'[12:36:07.400 20/10/1995]',0.062,-0.198,-0.261,54.812,-0.419,-0.535
'[12:36:07.402 20/10/1995]',0.060,-0.187,-0.230,54.812,-0.419,-0.535
'[12:36:07.404 20/10/1995]',0.059,-0.187,-0.200,54.812,-0.419,-0.535
'[12:36:07.406 20/10/1995]',0.058,-0.176,-0.169,54.812,-0.419,-0.535
'[12:36:07.408 20/10/1995]',0.055,-0.154,-0.138,54.586,-0.423,-0.536
'[12:36:07.410 20/10/1995]',0.053,-0.154,-0.092,54.586,-0.423,-0.536
'[12:36:07.412 20/10/1995]',0.047,-0.143,-0.061,54.586,-0.423,-0.536
'[12:36:07.414 20/10/1995]',0.041,-0.143,-0.045,54.586,-0.423,-0.536
'[12:36:07.416 20/10/1995]',0.032,-0.132,-0.030,54.361,-0.427,-0.536
'[12:36:07.418 20/10/1995]',0.024,-0.132,-0.014,54.361,-0.427,-0.536
'[12:36:07.420 20/10/1995]',0.015,-0.132,0.001,54.361,-0.427,-0.536
'[12:36:07.422 20/10/1995]',0.007,-0.121,0.001,54.361,-0.427,-0.536
'[12:36:07.424 20/10/1995]',0.000,-0.110,0.001,54.286,-0.434,-0.535
'[12:36:07.426 20/10/1995]',-0.007,-0.110,0.016,54.286,-0.434,-0.535
'[12:36:07.428 20/10/1995]',-0.011,-0.110,0.032,54.286,-0.434,-0.535
'[12:36:07.430 20/10/1995]',-0.016,-0.099,0.032,54.286,-0.434,-0.535
'[12:36:07.432 20/10/1995]',-0.017,-0.088,0.032,54.135,-0.441,-0.533
'[12:36:07.434 20/10/1995]',-0.018,-0.088,0.047,54.135,-0.441,-0.533
'[12:36:07.436 20/10/1995]',-0.018,-0.088,0.047,54.135,-0.441,-0.533
'[12:36:07.438 20/10/1995]',-0.019,-0.088,0.047,54.135,-0.441,-0.533
'[12:36:07.440 20/10/1995]',-0.018,-0.077,0.063,54.060,-0.445,-0.531
'[12:36:07.442 20/10/1995]',-0.017,-0.066,0.063,54.060,-0.445,-0.531
'[12:36:07.444 20/10/1995]',-0.017,-0.066,0.063,54.060,-0.445,-0.531
'[12:36:07.446 20/10/1995]',-0.017,-0.066,0.078,54.060,-0.445,-0.531
'[12:36:07.448 20/10/1995]',-0.017,-0.066,0.078,53.985,-0.451,-0.529
'[12:36:07.450 20/10/1995]',-0.017,-0.054,0.078,53.985,-0.451,-0.529
'[12:36:07.452 20/10/1995]',-0.017,-0.054,0.078,53.985,-0.451,-0.529
'[12:36:07.454 20/10/1995]',-0.017,-0.054,0.078,53.985,-0.451,-0.529
'[12:36:07.456 20/10/1995]',-0.017,-0.043,0.078,53.910,-0.456,-0.527
'[12:36:07.458 20/10/1995]',-0.017,-0.043,0.078,53.910,-0.456,-0.527
'[12:36:07.460 20/10/1995]',-0.018,-0.043,0.094,53.910,-0.456,-0.527
'[12:36:07.462 20/10/1995]',-0.019,-0.043,0.094,53.910,-0.456,-0.527
'[12:36:07.464 20/10/1995]',-0.020,-0.032,0.094,53.835,-0.460,-0.525
'[12:36:07.466 20/10/1995]',-0.020,-0.032,0.094,53.835,-0.460,-0.525
'[12:36:07.468 20/10/1995]',-0.020,-0.032,0.094,53.835,-0.460,-0.525
'[12:36:07.470 20/10/1995]',-0.020,-0.032,0.094,53.835,-0.460,-0.525
'[12:36:07.472 20/10/1995]',-0.019,-0.032,0.094,53.684,-0.466,-0.523
'[12:36:07.474 20/10/1995]',-0.019,-0.032,0.109,53.684,-0.466,-0.523
'[12:36:07.476 20/10/1995]',-0.018,-0.032,0.109,53.684,-0.466,-0.523
'[12:36:07.478 20/10/1995]',-0.017,-0.021,0.109,53.684,-0.466,-0.523
'[12:36:07.480 20/10/1995]',-0.015,-0.021,0.109,53.684,-0.468,-0.522
'[12:36:07.482 20/10/1995]',-0.014,-0.010,0.109,53.684,-0.468,-0.522
'[12:36:07.484 20/10/1995]',-0.014,-0.010,0.109,53.684,-0.468,-0.522
'[12:36:07.486 20/10/1995]',-0.013,-0.021,0.109,53.684,-0.468,-0.522
'[12:36:07.488 20/10/1995]',-0.013,-0.021,0.109,53.609,-0.472,-0.520
'[12:36:07.490 20/10/1995]',-0.013,-0.010,0.109,53.609,-0.472,-0.520
'[12:36:07.492 20/10/1995]',-0.013,-0.010,0.109,53.609,-0.472,-0.520
'[12:36:07.494 20/10/1995]',-0.014,-0.021,0.109,53.609,-0.472,-0.520
'[12:36:07.496 20/10/1995]',-0.014,-0.010,0.109,53.609,-0.476,-0.518
'[12:36:07.498 20/10/1995]',-0.014,-0.010,0.125,53.609,-0.476,-0.518
'[12:36:07.500 20/10/1995]',-0.014,-0.010,0.125,53.609,-0.476,-0.518
'[12:36:07.502 20/10/1995]',-0.014,0.001,0.140,53.609,-0.476,-0.518
'[12:36:07.504 20/10/1995]',-0.014,0.001,0.140,53.609,-0.478,-0.517
'[12:36:07.506 20/10/1995]',-0.014,-0.010,0.140,53.609,-0.478,-0.517
'[12:36:07.508 20/10/1995]',-0.015,-0.010,0.140,53.609,-0.478,-0.517
'[12:36:07.510 20/10/1995]',-0.015,0.001,0.140,53.609,-0.478,-0.517
'[12:36:07.512 20/10/1995]',-0.016,0.001,0.140,53.684,-0.483,-0.517
'[12:36:07.514 20/10/1995]',-0.017,-0.010,0.140,53.684,-0.483,-0.517
'[12:36:07.516 20/10/1995]',-0.017,0.001,0.140,53.684,-0.483,-0.517
'[12:36:07.518 20/10/1995]',-0.017,0.001,0.156,53.684,-0.483,-0.517
'[12:36:07.520 20/10/1995]',-0.018,0.001,0.156,53.910,-0.483,-0.518
'[12:36:07.522 20/10/1995]',-0.018,0.001,0.156,53.910,-0.483,-0.518
'[12:36:07.524 20/10/1995]',-0.018,0.001,0.156,53.910,-0.483,-0.518
'[12:36:07.526 20/10/1995]',-0.018,0.001,0.156,53.910,-0.483,-0.518
'[12:36:07.528 20/10/1995]',-0.017,0.001,0.156,54.662,-0.487,-0.520
'[12:36:07.530 20/10/1995]',-0.017,0.001,0.156,54.662,-0.487,-0.520
'[12:36:07.532 20/10/1995]',-0.017,-0.010,0.156,54.662,-0.487,-0.520
'[12:36:07.534 20/10/1995]',-0.017,-0.010,0.156,54.662,-0.487,-0.520
'[12:36:07.536 20/10/1995]',-0.017,-0.010,0.156,56.015,-0.487,-0.522
'[12:36:07.538 20/10/1995]',-0.017,-0.010,0.156,56.015,-0.487,-0.522
'[12:36:07.540 20/10/1995]',-0.018,-0.010,0.156,56.015,-0.487,-0.522
'[12:36:07.542 20/10/1995]',-0.020,-0.010,0.156,56.015,-0.487,-0.522
'[12:36:07.544 20/10/1995]',-0.022,-0.010,0.171,58.421,-0.489,-0.525
'[12:36:07.546 20/10/1995]',-0.024,-0.010,0.171,58.421,-0.489,-0.525
'[12:36:07.548 20/10/1995]',-0.026,-0.010,0.171,58.421,-0.489,-0.525
'[12:36:07.550 20/10/1995]',-0.028,-0.021,0.171,58.421,-0.489,-0.525
'[12:36:07.552 20/10/1995]',-0.030,-0.021,0.171,61.955,-0.491,-0.529
'[12:36:07.554 20/10/1995]',-0.032,-0.032,0.171,61.955,-0.491,-0.529
'[12:36:07.556 20/10/1995]',-0.034,-0.032,0.171,61.955,-0.491,-0.529
'[12:36:07.558 20/10/1995]',-0.036,-0.032,0.171,61.955,-0.491,-0.529
'[12:36:07.560 20/10/1995]',-0.038,-0.032,0.187,66.692,-0.493,-0.533
'[12:36:07.562 20/10/1995]',-0.040,-0.032,0.171,66.692,-0.493,-0.533
'[12:36:07.564 20/10/1995]',-0.041,-0.032,0.187,66.692,-0.493,-0.533
'[12:36:07.566 20/10/1995]',-0.042,-0.032,0.187,66.692,-0.493,-0.533
'[12:36:07.568 20/10/1995]',-0.044,-0.032,0.187,72.256,-0.489,-0.537
'[12:36:07.570 20/10/1995]',-0.045,-0.043,0.187,72.256,-0.489,-0.537
'[12:36:07.572 20/10/1995]',-0.046,-0.043,0.171,72.256,-0.489,-0.537
'[12:36:07.574 20/10/1995]',-0.047,-0.043,0.187,72.256,-0.489,-0.537
'[12:36:07.576 20/10/1995]',-0.049,-0.043,0.187,78.271,-0.489,-0.540
'[12:36:07.578 20/10/1995]',-0.050,-0.054,0.187,78.271,-0.489,-0.540
'[12:36:07.580 20/10/1995]',-0.052,-0.054,0.187,78.271,-0.489,-0.540
'[12:36:07.582 20/10/1995]',-0.054,-0.054,0.187,78.271,-0.489,-0.540
'[12:36:07.584 20/10/1995]',-0.055,-0.054,0.187,84.436,-0.485,-0.543
'[12:36:07.586 20/10/1995]',-0.057,-0.054,0.187,84.436,-0.485,-0.543
'[12:36:07.588 20/10/1995]',-0.059,-0.066,0.187,84.436,-0.485,-0.543
'[12:36:07.590 20/10/1995]',-0.062,-0.054,0.202,84.436,-0.485,-0.543
'[12:36:07.592 20/10/1995]',-0.064,-0.054,0.202,90.226,-0.483,-0.546
'[12:36:07.594 20/10/1995]',-0.067,-0.054,0.202,90.226,-0.483,-0.546
'[12:36:07.596 20/10/1995]',-0.069,-0.054,0.202,90.226,-0.483,-0.546
'[12:36:07.598 20/10/1995]',-0.070,-0.066,0.202,90.226,-0.483,-0.546
'[12:36:07.600 20/10/1995]',-0.071,-0.054,0.202,95.188,-0.472,-0.548
'[12:36:07.602 20/10/1995]',-0.072,-0.054,0.202,95.188,-0.472,-0.548
'[12:36:07.604 20/10/1995]',-0.072,-0.054,0.202,95.188,-0.472,-0.548
'[12:36:07.606 20/10/1995]',-0.072,-0.066,0.187,95.188,-0.472,-0.548
'[12:36:07.608 20/10/1995]',-0.071,-0.066,0.187,99.173,-0.460,-0.550
'[12:36:07.610 20/10/1995]',-0.070,-0.066,0.187,99.173,-0.460,-0.550
'[12:36:07.612 20/10/1995]',-0.069,-0.066,0.187,99.173,-0.460,-0.550
