'Time and date','II','V','ABP','PAP','PLETH','RESP'
'[08:34:07.054 16/05/1995]',-0.061,0.011,104.509,41.284,0.232,-0.431
'[08:34:07.056 16/05/1995]',-0.061,0.011,101.789,39.883,0.219,-0.431
'[08:34:07.058 16/05/1995]',-0.061,0.021,101.789,39.883,0.219,-0.431
'[08:34:07.060 16/05/1995]',-0.061,0.021,101.789,39.883,0.219,-0.431
'[08:34:07.062 16/05/1995]',-0.061,0.021,101.789,39.883,0.219,-0.431
'[08:34:07.064 16/05/1995]',-0.061,0.021,99.824,38.532,0.195,-0.431
'[08:34:07.066 16/05/1995]',-0.061,0.032,99.824,38.532,0.195,-0.431
'[08:34:07.068 16/05/1995]',-0.061,0.032,99.824,38.532,0.195,-0.431
'[08:34:07.070 16/05/1995]',-0.061,0.032,99.824,38.532,0.195,-0.431
'[08:34:07.072 16/05/1995]',-0.061,0.042,98.615,37.181,0.195,-0.431
'[08:34:07.074 16/05/1995]',-0.040,0.042,98.615,37.181,0.195,-0.431
'[08:34:07.076 16/05/1995]',-0.061,0.032,98.615,37.181,0.195,-0.431
'[08:34:07.078 16/05/1995]',-0.040,0.042,98.615,37.181,0.195,-0.431
'[08:34:07.080 16/05/1995]',-0.040,0.032,97.859,35.905,0.159,-0.432
'[08:34:07.082 16/05/1995]',-0.040,0.032,97.859,35.905,0.159,-0.432
'[08:34:07.084 16/05/1995]',-0.040,0.021,97.859,35.905,0.159,-0.432
'[08:34:07.086 16/05/1995]',-0.040,0.021,97.859,35.905,0.159,-0.432
'[08:34:07.088 16/05/1995]',-0.040,0.021,97.481,34.679,0.134,-0.434
'[08:34:07.090 16/05/1995]',-0.040,0.021,97.481,34.679,0.134,-0.434
'[08:34:07.092 16/05/1995]',-0.040,0.021,97.481,34.679,0.134,-0.434
'[08:34:07.094 16/05/1995]',-0.040,0.021,97.481,34.679,0.134,-0.434
'[08:34:07.096 16/05/1995]',-0.040,0.021,97.330,33.553,0.121,-0.435
'[08:34:07.098 16/05/1995]',-0.040,0.021,97.330,33.553,0.121,-0.435
'[08:34:07.100 16/05/1995]',-0.040,0.032,97.330,33.553,0.121,-0.435
'[08:34:07.102 16/05/1995]',-0.040,0.021,97.330,33.553,0.121,-0.435
'[08:34:07.104 16/05/1995]',-0.040,0.021,97.330,32.552,0.085,-0.437
'[08:34:07.106 16/05/1995]',-0.040,0.021,97.330,32.552,0.085,-0.437
'[08:34:07.108 16/05/1995]',-0.040,0.021,97.330,32.552,0.085,-0.437
'[08:34:07.110 16/05/1995]',-0.040,0.021,97.330,32.552,0.085,-0.437
'[08:34:07.112 16/05/1995]',-0.040,0.021,97.330,31.852,0.061,-0.439
'[08:34:07.114 16/05/1995]',-0.040,0.021,97.330,31.852,0.061,-0.439
'[08:34:07.116 16/05/1995]',-0.040,0.021,97.330,31.852,0.061,-0.439
'[08:34:07.118 16/05/1995]',-0.040,0.021,97.330,31.852,0.061,-0.439
'[08:34:07.120 16/05/1995]',-0.040,0.032,97.255,31.726,0.036,-0.440
'[08:34:07.122 16/05/1995]',-0.040,0.032,97.255,31.726,0.036,-0.440
'[08:34:07.124 16/05/1995]',-0.040,0.032,97.255,31.726,0.036,-0.440
'[08:34:07.126 16/05/1995]',-0.040,0.032,97.255,31.726,0.036,-0.440
'[08:34:07.128 16/05/1995]',-0.040,0.032,97.028,32.502,0.012,-0.442
'[08:34:07.130 16/05/1995]',-0.040,0.021,97.028,32.502,0.012,-0.442
'[08:34:07.132 16/05/1995]',-0.040,0.021,97.028,32.502,0.012,-0.442
'[08:34:07.134 16/05/1995]',-0.040,0.021,97.028,32.502,0.012,-0.442
'[08:34:07.136 16/05/1995]',-0.040,0.021,96.801,34.203,0.012,-0.444
'[08:34:07.138 16/05/1995]',-0.040,0.021,96.801,34.203,0.012,-0.444
'[08:34:07.140 16/05/1995]',-0.040,0.021,96.801,34.203,0.012,-0.444
'[08:34:07.142 16/05/1995]',-0.040,0.021,96.801,34.203,0.012,-0.444
'[08:34:07.144 16/05/1995]',-0.040,0.011,96.272,36.430,-0.025,-0.446
'[08:34:07.146 16/05/1995]',-0.040,0.011,96.272,36.430,-0.025,-0.446
'[08:34:07.148 16/05/1995]',-0.040,0.011,96.272,36.430,-0.025,-0.446
'[08:34:07.150 16/05/1995]',-0.040,0.011,96.272,36.430,-0.025,-0.446
'[08:34:07.152 16/05/1995]',-0.040,0.011,95.668,38.482,-0.036,-0.448
'[08:34:07.154 16/05/1995]',-0.040,0.011,95.668,38.482,-0.036,-0.448
'[08:34:07.156 16/05/1995]',-0.040,0.011,95.668,38.482,-0.036,-0.448
'[08:34:07.158 16/05/1995]',-0.040,0.011,95.668,38.482,-0.036,-0.448
'[08:34:07.160 16/05/1995]',-0.040,0.021,94.912,39.958,-0.061,-0.450
'[08:34:07.162 16/05/1995]',-0.061,0.011,94.912,39.958,-0.061,-0.450
'[08:34:07.164 16/05/1995]',-0.040,0.011,94.912,39.958,-0.061,-0.450
'[08:34:07.166 16/05/1995]',-0.061,0.011,94.912,39.958,-0.061,-0.450
'[08:34:07.168 16/05/1995]',-0.061,0.011,94.005,40.834,-0.061,-0.451
'[08:34:07.170 16/05/1995]',-0.061,0.011,94.005,40.834,-0.061,-0.451
'[08:34:07.172 16/05/1995]',-0.061,0.011,94.005,40.834,-0.061,-0.451
'[08:34:07.174 16/05/1995]',-0.061,0.011,94.005,40.834,-0.061,-0.451
'[08:34:07.176 16/05/1995]',-0.061,0.011,93.098,41.059,-0.073,-0.453
'[08:34:07.178 16/05/1995]',-0.061,0.011,93.098,41.059,-0.073,-0.453
'[08:34:07.180 16/05/1995]',-0.061,0.011,93.098,41.059,-0.073,-0.453
'[08:34:07.182 16/05/1995]',-0.061,0.011,93.098,41.059,-0.073,-0.453
'[08:34:07.184 16/05/1995]',-0.061,0.011,92.192,40.759,-0.098,-0.454
'[08:34:07.186 16/05/1995]',-0.061,0.011,92.192,40.759,-0.098,-0.454
'[08:34:07.188 16/05/1995]',-0.040,0.021,92.192,40.759,-0.098,-0.454
'[08:34:07.190 16/05/1995]',-0.061,0.021,92.192,40.759,-0.098,-0.454
'[08:34:07.192 16/05/1995]',-0.061,0.011,91.134,39.883,-0.098,-0.455
'[08:34:07.194 16/05/1995]',-0.061,0.021,91.134,39.883,-0.098,-0.455
'[08:34:07.196 16/05/1995]',-0.061,0.011,91.134,39.883,-0.098,-0.455
'[08:34:07.198 16/05/1995]',-0.061,0.011,91.134,39.883,-0.098,-0.455
'[08:34:07.200 16/05/1995]',-0.061,0.011,89.925,38.707,-0.110,-0.457
'[08:34:07.202 16/05/1995]',-0.061,0.011,89.925,38.707,-0.110,-0.457
'[08:34:07.204 16/05/1995]',-0.061,0.011,89.925,38.707,-0.110,-0.457
'[08:34:07.206 16/05/1995]',-0.061,0.011,89.925,38.707,-0.110,-0.457
'[08:34:07.208 16/05/1995]',-0.061,0.011,88.640,37.356,-0.122,-0.459
'[08:34:07.210 16/05/1995]',-0.040,0.011,88.640,37.356,-0.122,-0.459
'[08:34:07.212 16/05/1995]',-0.040,0.011,88.640,37.356,-0.122,-0.459
'[08:34:07.214 16/05/1995]',-0.061,0.011,88.640,37.356,-0.122,-0.459
'[08:34:07.216 16/05/1995]',-0.040,0.011,87.507,35.905,-0.122,-0.461
'[08:34:07.218 16/05/1995]',-0.061,0.001,87.507,35.905,-0.122,-0.461
'[08:34:07.220 16/05/1995]',-0.040,0.001,87.507,35.905,-0.122,-0.461
'[08:34:07.222 16/05/1995]',-0.061,0.001,87.507,35.905,-0.122,-0.461
'[08:34:07.224 16/05/1995]',-0.061,0.011,86.297,34.379,-0.143,-0.463
'[08:34:07.226 16/05/1995]',-0.061,0.011,86.297,34.379,-0.143,-0.463
'[08:34:07.228 16/05/1995]',-0.061,0.011,86.297,34.379,-0.143,-0.463
'[08:34:07.230 16/05/1995]',-0.061,0.011,86.297,34.379,-0.143,-0.463
'[08:34:07.232 16/05/1995]',-0.061,0.011,85.315,32.977,-0.167,-0.465
'[08:34:07.234 16/05/1995]',-0.061,0.021,85.315,32.977,-0.167,-0.465
'[08:34:07.236 16/05/1995]',-0.061,0.021,85.315,32.977,-0.167,-0.465
'[08:34:07.238 16/05/1995]',-0.061,0.021,85.315,32.977,-0.167,-0.465
'[08:34:07.240 16/05/1995]',-0.061,0.021,84.408,31.676,-0.155,-0.466
'[08:34:07.242 16/05/1995]',-0.061,0.021,84.408,31.676,-0.155,-0.466
'[08:34:07.244 16/05/1995]',-0.061,0.021,84.408,31.676,-0.155,-0.466
'[08:34:07.246 16/05/1995]',-0.061,0.011,84.408,31.676,-0.155,-0.466
'[08:34:07.248 16/05/1995]',-0.061,0.011,83.577,30.575,-0.179,-0.467
'[08:34:07.250 16/05/1995]',-0.061,0.001,83.577,30.575,-0.179,-0.467
'[08:34:07.252 16/05/1995]',-0.061,0.011,83.577,30.575,-0.179,-0.467
'[08:34:07.254 16/05/1995]',-0.061,0.001,83.577,30.575,-0.179,-0.467
'[08:34:07.256 16/05/1995]',-0.040,0.011,82.821,29.575,-0.179,-0.467
'[08:34:07.258 16/05/1995]',-0.040,0.001,82.821,29.575,-0.179,-0.467
'[08:34:07.260 16/05/1995]',-0.040,0.011,82.821,29.575,-0.179,-0.467
'[08:34:07.262 16/05/1995]',-0.061,0.001,82.821,29.575,-0.179,-0.467
'[08:34:07.264 16/05/1995]',-0.061,0.001,82.141,28.749,-0.191,-0.468
'[08:34:07.266 16/05/1995]',-0.061,0.011,82.141,28.749,-0.191,-0.468
'[08:34:07.268 16/05/1995]',-0.061,0.001,82.141,28.749,-0.191,-0.468
'[08:34:07.270 16/05/1995]',-0.061,0.001,82.141,28.749,-0.191,-0.468
'[08:34:07.272 16/05/1995]',-0.061,0.001,81.537,28.098,-0.203,-0.469
'[08:34:07.274 16/05/1995]',-0.061,0.001,81.537,28.098,-0.203,-0.469
'[08:34:07.276 16/05/1995]',-0.061,0.001,81.537,28.098,-0.203,-0.469
'[08:34:07.278 16/05/1995]',-0.061,0.001,81.537,28.098,-0.203,-0.469
'[08:34:07.280 16/05/1995]',-0.061,0.011,80.857,27.623,-0.203,-0.470
'[08:34:07.282 16/05/1995]',-0.040,0.011,80.857,27.623,-0.203,-0.470
'[08:34:07.284 16/05/1995]',-0.040,0.011,80.857,27.623,-0.203,-0.470
'[08:34:07.286 16/05/1995]',-0.040,0.011,80.857,27.623,-0.203,-0.470
'[08:34:07.288 16/05/1995]',-0.040,0.011,80.328,27.348,-0.215,-0.471
'[08:34:07.290 16/05/1995]',-0.040,0.011,80.328,27.348,-0.215,-0.471
'[08:34:07.292 16/05/1995]',-0.061,0.011,80.328,27.348,-0.215,-0.471
'[08:34:07.294 16/05/1995]',-0.040,0.021,80.328,27.348,-0.215,-0.471
'[08:34:07.296 16/05/1995]',-0.061,0.011,79.799,27.173,-0.227,-0.472
'[08:34:07.298 16/05/1995]',-0.061,0.011,79.799,27.173,-0.227,-0.472
'[08:34:07.300 16/05/1995]',-0.061,0.011,79.799,27.173,-0.227,-0.472
'[08:34:07.302 16/05/1995]',-0.061,0.011,79.799,27.173,-0.227,-0.472
'[08:34:07.304 16/05/1995]',-0.040,0.011,79.270,27.098,-0.227,-0.473
'[08:34:07.306 16/05/1995]',-0.061,0.011,79.270,27.098,-0.227,-0.473
'[08:34:07.308 16/05/1995]',-0.061,0.001,79.270,27.098,-0.227,-0.473
'[08:34:07.310 16/05/1995]',-0.040,0.001,79.270,27.098,-0.227,-0.473
'[08:34:07.312 16/05/1995]',-0.061,0.011,78.816,27.048,-0.238,-0.474
'[08:34:07.314 16/05/1995]',-0.061,0.001,78.816,27.048,-0.238,-0.474
'[08:34:07.316 16/05/1995]',-0.061,0.001,78.816,27.048,-0.238,-0.474
'[08:34:07.318 16/05/1995]',-0.040,0.011,78.816,27.048,-0.238,-0.474
'[08:34:07.320 16/05/1995]',-0.040,0.011,78.363,26.997,-0.238,-0.475
'[08:34:07.322 16/05/1995]',-0.040,0.011,78.363,26.997,-0.238,-0.475
'[08:34:07.324 16/05/1995]',-0.040,0.011,78.363,26.997,-0.238,-0.475
'[08:34:07.326 16/05/1995]',-0.040,0.011,78.363,26.997,-0.238,-0.475
'[08:34:07.328 16/05/1995]',-0.040,0.001,77.910,26.997,-0.227,-0.476
'[08:34:07.330 16/05/1995]',-0.040,0.011,77.910,26.997,-0.227,-0.476
'[08:34:07.332 16/05/1995]',-0.040,0.011,77.910,26.997,-0.227,-0.476
'[08:34:07.334 16/05/1995]',-0.040,0.011,77.910,26.997,-0.227,-0.476
'[08:34:07.336 16/05/1995]',-0.040,0.001,77.456,26.997,-0.238,-0.478
'[08:34:07.338 16/05/1995]',-0.040,0.001,77.456,26.997,-0.238,-0.478
'[08:34:07.340 16/05/1995]',-0.040,0.001,77.456,26.997,-0.238,-0.478
'[08:34:07.342 16/05/1995]',-0.040,0.001,77.456,26.997,-0.238,-0.478
'[08:34:07.344 16/05/1995]',-0.040,0.001,77.003,27.048,-0.238,-0.480
'[08:34:07.346 16/05/1995]',-0.040,0.001,77.003,27.048,-0.238,-0.480
'[08:34:07.348 16/05/1995]',-0.061,0.001,77.003,27.048,-0.238,-0.480
'[08:34:07.350 16/05/1995]',-0.040,0.001,77.003,27.048,-0.238,-0.480
'[08:34:07.352 16/05/1995]',-0.040,0.011,76.549,27.048,-0.238,-0.482
'[08:34:07.354 16/05/1995]',-0.040,0.001,76.549,27.048,-0.238,-0.482
'[08:34:07.356 16/05/1995]',-0.040,0.001,76.549,27.048,-0.238,-0.482
'[08:34:07.358 16/05/1995]',-0.040,0.001,76.549,27.048,-0.238,-0.482
'[08:34:07.360 16/05/1995]',-0.040,0.001,76.096,27.048,-0.251,-0.484
'[08:34:07.362 16/05/1995]',-0.040,0.011,76.096,27.048,-0.251,-0.484
'[08:34:07.364 16/05/1995]',-0.040,0.011,76.096,27.048,-0.251,-0.484
'[08:34:07.366 16/05/1995]',-0.040,0.011,76.096,27.048,-0.251,-0.484
'[08:34:07.368 16/05/1995]',-0.040,0.011,75.718,26.922,-0.251,-0.485
'[08:34:07.370 16/05/1995]',-0.040,0.011,75.718,26.922,-0.251,-0.485
'[08:34:07.372 16/05/1995]',-0.040,0.011,75.718,26.922,-0.251,-0.485
'[08:34:07.374 16/05/1995]',-0.040,0.001,75.718,26.922,-0.251,-0.485
'[08:34:07.376 16/05/1995]',-0.040,0.001,75.416,26.872,-0.238,-0.485
'[08:34:07.378 16/05/1995]',-0.040,0.001,75.416,26.872,-0.238,-0.485
'[08:34:07.380 16/05/1995]',-0.040,0.001,75.416,26.872,-0.238,-0.485
'[08:34:07.382 16/05/1995]',-0.040,0.011,75.416,26.872,-0.238,-0.485
'[08:34:07.384 16/05/1995]',-0.040,0.011,75.038,26.747,-0.251,-0.486
'[08:34:07.386 16/05/1995]',-0.040,0.011,75.038,26.747,-0.251,-0.486
'[08:34:07.388 16/05/1995]',-0.040,0.011,75.038,26.747,-0.251,-0.486
'[08:34:07.390 16/05/1995]',-0.040,0.011,75.038,26.747,-0.251,-0.486
'[08:34:07.392 16/05/1995]',-0.040,0.011,74.660,26.572,-0.263,-0.487
'[08:34:07.394 16/05/1995]',-0.040,0.011,74.660,26.572,-0.263,-0.487
'[08:34:07.396 16/05/1995]',-0.040,0.011,74.660,26.572,-0.263,-0.487
'[08:34:07.398 16/05/1995]',-0.040,0.001,74.660,26.572,-0.263,-0.487
'[08:34:07.400 16/05/1995]',-0.040,0.001,74.131,26.397,-0.251,-0.488
'[08:34:07.402 16/05/1995]',-0.040,0.011,74.131,26.397,-0.251,-0.488
'[08:34:07.404 16/05/1995]',-0.040,0.011,74.131,26.397,-0.251,-0.488
'[08:34:07.406 16/05/1995]',-0.040,0.001,74.131,26.397,-0.251,-0.488
'[08:34:07.408 16/05/1995]',-0.040,0.011,73.602,26.172,-0.263,-0.489
'[08:34:07.410 16/05/1995]',-0.040,0.001,73.602,26.172,-0.263,-0.489
'[08:34:07.412 16/05/1995]',-0.040,0.001,73.602,26.172,-0.263,-0.489
'[08:34:07.414 16/05/1995]',-0.040,0.001,73.602,26.172,-0.263,-0.489
'[08:34:07.416 16/05/1995]',-0.040,0.001,73.149,25.872,-0.275,-0.490
'[08:34:07.418 16/05/1995]',-0.040,0.001,73.149,25.872,-0.275,-0.490
'[08:34:07.420 16/05/1995]',-0.040,0.001,73.149,25.872,-0.275,-0.490
'[08:34:07.422 16/05/1995]',-0.019,0.001,73.149,25.872,-0.275,-0.490
'[08:34:07.424 16/05/1995]',-0.019,0.001,72.771,25.646,-0.263,-0.491
'[08:34:07.426 16/05/1995]',-0.019,0.001,72.771,25.646,-0.263,-0.491
'[08:34:07.428 16/05/1995]',-0.040,0.001,72.771,25.646,-0.263,-0.491
'[08:34:07.430 16/05/1995]',-0.040,0.001,72.771,25.646,-0.263,-0.491
'[08:34:07.432 16/05/1995]',-0.040,0.001,72.318,25.396,-0.275,-0.493
'[08:34:07.434 16/05/1995]',-0.040,0.001,72.318,25.396,-0.275,-0.493
'[08:34:07.436 16/05/1995]',-0.040,0.001,72.318,25.396,-0.275,-0.493
'[08:34:07.438 16/05/1995]',-0.040,0.001,72.318,25.396,-0.275,-0.493
'[08:34:07.440 16/05/1995]',-0.019,0.011,71.940,25.121,-0.286,-0.494
'[08:34:07.442 16/05/1995]',-0.019,0.011,71.940,25.121,-0.286,-0.494
'[08:34:07.444 16/05/1995]',-0.019,0.011,71.940,25.121,-0.286,-0.494
'[08:34:07.446 16/05/1995]',-0.019,0.011,71.940,25.121,-0.286,-0.494
'[08:34:07.448 16/05/1995]',-0.040,0.011,71.637,24.871,-0.275,-0.496
'[08:34:07.450 16/05/1995]',-0.040,0.001,71.637,24.871,-0.275,-0.496
'[08:34:07.452 16/05/1995]',-0.040,0.001,71.637,24.871,-0.275,-0.496
'[08:34:07.454 16/05/1995]',-0.019,0.001,71.637,24.871,-0.275,-0.496
'[08:34:07.456 16/05/1995]',-0.019,0.001,71.260,24.696,-0.275,-0.497
'[08:34:07.458 16/05/1995]',-0.019,0.011,71.260,24.696,-0.275,-0.497
'[08:34:07.460 16/05/1995]',-0.019,0.001,71.260,24.696,-0.275,-0.497
'[08:34:07.462 16/05/1995]',-0.019,0.001,71.260,24.696,-0.275,-0.497
'[08:34:07.464 16/05/1995]',-0.040,0.001,70.957,24.520,-0.286,-0.498
'[08:34:07.466 16/05/1995]',-0.040,0.001,70.957,24.520,-0.286,-0.498
'[08:34:07.468 16/05/1995]',-0.040,0.001,70.957,24.520,-0.286,-0.498
'[08:34:07.470 16/05/1995]',-0.019,0.001,70.957,24.520,-0.286,-0.498
'[08:34:07.472 16/05/1995]',-0.019,0.001,70.655,24.395,-0.275,-0.499
'[08:34:07.474 16/05/1995]',-0.019,0.001,70.655,24.395,-0.275,-0.499
'[08:34:07.476 16/05/1995]',-0.019,0.011,70.655,24.395,-0.275,-0.499
'[08:34:07.478 16/05/1995]',-0.019,0.001,70.655,24.395,-0.275,-0.499
'[08:34:07.480 16/05/1995]',-0.019,0.001,70.353,24.295,-0.286,-0.500
'[08:34:07.482 16/05/1995]',-0.019,0.001,70.353,24.295,-0.286,-0.500
'[08:34:07.484 16/05/1995]',-0.019,0.001,70.353,24.295,-0.286,-0.500
'[08:34:07.486 16/05/1995]',-0.019,0.001,70.353,24.295,-0.286,-0.500
'[08:34:07.488 16/05/1995]',-0.019,0.001,70.051,24.170,-0.298,-0.501
'[08:34:07.490 16/05/1995]',-0.019,0.001,70.051,24.170,-0.298,-0.501
'[08:34:07.492 16/05/1995]',-0.019,0.001,70.051,24.170,-0.298,-0.501
'[08:34:07.494 16/05/1995]',-0.019,0.001,70.051,24.170,-0.298,-0.501
'[08:34:07.496 16/05/1995]',-0.019,0.001,69.673,24.045,-0.286,-0.502
'[08:34:07.498 16/05/1995]',-0.019,0.001,69.673,24.045,-0.286,-0.502
'[08:34:07.500 16/05/1995]',-0.019,0.001,69.673,24.045,-0.286,-0.502
'[08:34:07.502 16/05/1995]',-0.019,0.001,69.673,24.045,-0.286,-0.502
'[08:34:07.504 16/05/1995]',0.002,0.001,69.295,23.995,-0.286,-0.502
'[08:34:07.506 16/05/1995]',0.002,0.001,69.295,23.995,-0.286,-0.502
'[08:34:07.508 16/05/1995]',0.002,0.001,69.295,23.995,-0.286,-0.502
'[08:34:07.510 16/05/1995]',0.002,0.001,69.295,23.995,-0.286,-0.502
'[08:34:07.512 16/05/1995]',0.002,0.001,68.993,23.870,-0.298,-0.503
'[08:34:07.514 16/05/1995]',0.002,0.001,68.993,23.870,-0.298,-0.503
'[08:34:07.516 16/05/1995]',0.002,0.001,68.993,23.870,-0.298,-0.503
'[08:34:07.518 16/05/1995]',0.002,0.001,68.993,23.870,-0.298,-0.503
'[08:34:07.520 16/05/1995]',0.002,0.001,68.690,23.820,-0.298,-0.503
'[08:34:07.522 16/05/1995]',0.002,0.001,68.690,23.820,-0.298,-0.503
'[08:34:07.524 16/05/1995]',0.002,0.001,68.690,23.820,-0.298,-0.503
'[08:34:07.526 16/05/1995]',0.002,0.001,68.690,23.820,-0.298,-0.503
'[08:34:07.528 16/05/1995]',0.002,0.001,68.464,23.770,-0.298,-0.504
'[08:34:07.530 16/05/1995]',0.002,0.001,68.464,23.770,-0.298,-0.504
'[08:34:07.532 16/05/1995]',0.002,0.001,68.464,23.770,-0.298,-0.504
'[08:34:07.534 16/05/1995]',0.022,0.011,68.464,23.770,-0.298,-0.504
'[08:34:07.536 16/05/1995]',0.022,0.011,68.161,23.770,-0.275,-0.504
'[08:34:07.538 16/05/1995]',0.043,0.021,68.161,23.770,-0.275,-0.504
'[08:34:07.540 16/05/1995]',0.043,0.021,68.161,23.770,-0.275,-0.504
'[08:34:07.542 16/05/1995]',0.043,0.021,68.161,23.770,-0.275,-0.504
'[08:34:07.544 16/05/1995]',0.043,0.011,67.859,23.695,-0.275,-0.505
'[08:34:07.546 16/05/1995]',0.043,0.011,67.859,23.695,-0.275,-0.505
'[08:34:07.548 16/05/1995]',0.043,0.011,67.859,23.695,-0.275,-0.505
'[08:34:07.550 16/05/1995]',0.043,0.011,67.859,23.695,-0.275,-0.505
'[08:34:07.552 16/05/1995]',0.043,0.011,67.557,23.595,-0.275,-0.505
'[08:34:07.554 16/05/1995]',0.043,0.011,67.557,23.595,-0.275,-0.505
'[08:34:07.556 16/05/1995]',0.064,0.011,67.557,23.595,-0.275,-0.505
'[08:34:07.558 16/05/1995]',0.064,0.021,67.557,23.595,-0.275,-0.505
'[08:34:07.560 16/05/1995]',0.064,0.021,67.179,23.520,-0.286,-0.506
'[08:34:07.562 16/05/1995]',0.064,0.021,67.179,23.520,-0.286,-0.506
'[08:34:07.564 16/05/1995]',0.043,0.021,67.179,23.520,-0.286,-0.506
'[08:34:07.566 16/05/1995]',0.043,0.032,67.179,23.520,-0.286,-0.506
'[08:34:07.568 16/05/1995]',0.043,0.021,66.877,23.419,-0.286,-0.506
'[08:34:07.570 16/05/1995]',0.043,0.021,66.877,23.419,-0.286,-0.506
'[08:34:07.572 16/05/1995]',0.043,0.021,66.877,23.419,-0.286,-0.506
'[08:34:07.574 16/05/1995]',0.043,0.021,66.877,23.419,-0.286,-0.506
'[08:34:07.576 16/05/1995]',0.043,0.021,66.574,23.294,-0.275,-0.506
'[08:34:07.578 16/05/1995]',0.043,0.021,66.574,23.294,-0.275,-0.506
'[08:34:07.580 16/05/1995]',0.022,0.021,66.574,23.294,-0.275,-0.506
'[08:34:07.582 16/05/1995]',0.022,0.021,66.574,23.294,-0.275,-0.506
'[08:34:07.584 16/05/1995]',0.002,0.021,66.348,23.169,-0.286,-0.506
'[08:34:07.586 16/05/1995]',0.002,0.011,66.348,23.169,-0.286,-0.506
'[08:34:07.588 16/05/1995]',0.002,0.001,66.348,23.169,-0.286,-0.506
'[08:34:07.590 16/05/1995]',0.002,0.001,66.348,23.169,-0.286,-0.506
'[08:34:07.592 16/05/1995]',0.002,0.001,66.121,23.069,-0.286,-0.507
'[08:34:07.594 16/05/1995]',0.002,0.001,66.121,23.069,-0.286,-0.507
'[08:34:07.596 16/05/1995]',0.002,0.001,66.121,23.069,-0.286,-0.507
'[08:34:07.598 16/05/1995]',-0.019,0.001,66.121,23.069,-0.286,-0.507
'[08:34:07.600 16/05/1995]',-0.019,0.001,65.970,22.944,-0.275,-0.507
'[08:34:07.602 16/05/1995]',-0.019,0.001,65.970,22.944,-0.275,-0.507
'[08:34:07.604 16/05/1995]',-0.019,0.001,65.970,22.944,-0.275,-0.507
'[08:34:07.606 16/05/1995]',-0.019,0.001,65.970,22.944,-0.275,-0.507
'[08:34:07.608 16/05/1995]',-0.019,0.001,65.819,22.894,-0.286,-0.507
'[08:34:07.610 16/05/1995]',-0.019,0.001,65.819,22.894,-0.286,-0.507
'[08:34:07.612 16/05/1995]',-0.040,0.001,65.819,22.894,-0.286,-0.507
'[08:34:07.614 16/05/1995]',-0.040,0.001,65.819,22.894,-0.286,-0.507
'[08:34:07.616 16/05/1995]',-0.040,0.001,65.592,22.819,-0.286,-0.507
'[08:34:07.618 16/05/1995]',-0.040,0.001,65.592,22.819,-0.286,-0.507
'[08:34:07.620 16/05/1995]',-0.040,0.001,65.592,22.819,-0.286,-0.507
