'Time and date','II','V','ABP','PLETH','RESP'
'[07:00:28.202 31/05/1995]',-0.048,0.065,80.526,-0.437,-0.497
'[07:00:28.204 31/05/1995]',-0.048,0.065,80.526,-0.437,-0.497
'[07:00:28.206 31/05/1995]',-0.048,0.044,80.526,-0.437,-0.497
'[07:00:28.208 31/05/1995]',-0.048,0.065,80.226,-0.450,-0.497
'[07:00:28.210 31/05/1995]',-0.048,0.065,80.226,-0.450,-0.497
'[07:00:28.212 31/05/1995]',-0.048,0.065,80.226,-0.450,-0.497
'[07:00:28.214 31/05/1995]',-0.048,0.065,80.226,-0.450,-0.497
'[07:00:28.216 31/05/1995]',-0.048,0.065,79.925,-0.462,-0.496
'[07:00:28.218 31/05/1995]',-0.023,0.065,79.925,-0.462,-0.496
'[07:00:28.220 31/05/1995]',-0.023,0.044,79.925,-0.462,-0.496
'[07:00:28.222 31/05/1995]',-0.023,0.044,79.925,-0.462,-0.496
'[07:00:28.224 31/05/1995]',-0.048,0.044,79.549,-0.471,-0.495
'[07:00:28.226 31/05/1995]',-0.048,0.044,79.549,-0.471,-0.495
'[07:00:28.228 31/05/1995]',-0.023,0.065,79.549,-0.471,-0.495
'[07:00:28.230 31/05/1995]',-0.023,0.065,79.549,-0.471,-0.495
'[07:00:28.232 31/05/1995]',-0.023,0.065,79.173,-0.480,-0.494
'[07:00:28.234 31/05/1995]',-0.023,0.044,79.173,-0.480,-0.494
'[07:00:28.236 31/05/1995]',0.002,0.044,79.173,-0.480,-0.494
'[07:00:28.238 31/05/1995]',0.002,0.044,79.173,-0.480,-0.494
'[07:00:28.240 31/05/1995]',0.002,0.044,78.872,-0.488,-0.493
'[07:00:28.242 31/05/1995]',-0.023,0.044,78.872,-0.488,-0.493
'[07:00:28.244 31/05/1995]',-0.023,0.044,78.872,-0.488,-0.493
'[07:00:28.246 31/05/1995]',0.002,0.044,78.872,-0.488,-0.493
'[07:00:28.248 31/05/1995]',0.002,0.044,78.421,-0.495,-0.492
'[07:00:28.250 31/05/1995]',0.002,0.044,78.421,-0.495,-0.492
'[07:00:28.252 31/05/1995]',0.002,0.044,78.421,-0.495,-0.492
'[07:00:28.254 31/05/1995]',0.002,0.022,78.421,-0.495,-0.492
'[07:00:28.256 31/05/1995]',0.002,0.022,78.120,-0.500,-0.491
'[07:00:28.258 31/05/1995]',0.002,0.022,78.120,-0.500,-0.491
'[07:00:28.260 31/05/1995]',0.002,0.044,78.120,-0.500,-0.491
'[07:00:28.262 31/05/1995]',0.002,0.044,78.120,-0.500,-0.491
'[07:00:28.264 31/05/1995]',0.002,0.044,77.970,-0.504,-0.489
'[07:00:28.266 31/05/1995]',0.026,0.022,77.970,-0.504,-0.489
'[07:00:28.268 31/05/1995]',0.026,0.044,77.970,-0.504,-0.489
'[07:00:28.270 31/05/1995]',0.026,0.022,77.970,-0.504,-0.489
'[07:00:28.272 31/05/1995]',0.051,0.022,78.346,-0.508,-0.488
'[07:00:28.274 31/05/1995]',0.026,0.022,78.346,-0.508,-0.488
'[07:00:28.276 31/05/1995]',0.051,0.022,78.346,-0.508,-0.488
'[07:00:28.278 31/05/1995]',0.051,0.022,78.346,-0.508,-0.488
'[07:00:28.280 31/05/1995]',0.051,0.044,80.150,-0.511,-0.486
'[07:00:28.282 31/05/1995]',0.051,0.022,80.150,-0.511,-0.486
'[07:00:28.284 31/05/1995]',0.076,0.022,80.150,-0.511,-0.486
'[07:00:28.286 31/05/1995]',0.076,0.002,80.150,-0.511,-0.486
'[07:00:28.288 31/05/1995]',0.076,0.002,84.662,-0.512,-0.484
'[07:00:28.290 31/05/1995]',0.076,0.002,84.662,-0.512,-0.484
'[07:00:28.292 31/05/1995]',0.076,0.002,84.662,-0.512,-0.484
'[07:00:28.294 31/05/1995]',0.101,0.022,84.662,-0.512,-0.484
'[07:00:28.296 31/05/1995]',0.101,0.022,92.105,-0.514,-0.482
'[07:00:28.298 31/05/1995]',0.101,0.022,92.105,-0.514,-0.482
'[07:00:28.300 31/05/1995]',0.101,0.022,92.105,-0.514,-0.482
'[07:00:28.302 31/05/1995]',0.126,0.002,92.105,-0.514,-0.482
'[07:00:28.304 31/05/1995]',0.126,0.002,101.128,-0.514,-0.479
'[07:00:28.306 31/05/1995]',0.126,0.002,101.128,-0.514,-0.479
'[07:00:28.308 31/05/1995]',0.126,0.002,101.128,-0.514,-0.479
'[07:00:28.310 31/05/1995]',0.151,0.002,101.128,-0.514,-0.479
'[07:00:28.312 31/05/1995]',0.126,0.002,109.925,-0.509,-0.476
'[07:00:28.314 31/05/1995]',0.151,0.002,109.925,-0.509,-0.476
'[07:00:28.316 31/05/1995]',0.151,0.002,109.925,-0.509,-0.476
'[07:00:28.318 31/05/1995]',0.176,0.002,109.925,-0.509,-0.476
'[07:00:28.320 31/05/1995]',0.176,0.002,117.744,-0.498,-0.473
'[07:00:28.322 31/05/1995]',0.201,0.002,117.744,-0.498,-0.473
'[07:00:28.324 31/05/1995]',0.201,0.002,117.744,-0.498,-0.473
'[07:00:28.326 31/05/1995]',0.201,0.002,117.744,-0.498,-0.473
'[07:00:28.328 31/05/1995]',0.201,0.002,124.586,-0.477,-0.470
'[07:00:28.330 31/05/1995]',0.201,0.002,124.586,-0.477,-0.470
'[07:00:28.332 31/05/1995]',0.201,0.002,124.586,-0.477,-0.470
'[07:00:28.334 31/05/1995]',0.226,0.002,124.586,-0.477,-0.470
'[07:00:28.336 31/05/1995]',0.226,0.002,130.451,-0.442,-0.468
'[07:00:28.338 31/05/1995]',0.226,0.002,130.451,-0.442,-0.468
'[07:00:28.340 31/05/1995]',0.226,-0.020,130.451,-0.442,-0.468
'[07:00:28.342 31/05/1995]',0.226,0.002,130.451,-0.442,-0.468
'[07:00:28.344 31/05/1995]',0.226,0.002,135.038,-0.393,-0.466
'[07:00:28.346 31/05/1995]',0.251,0.002,135.038,-0.393,-0.466
'[07:00:28.348 31/05/1995]',0.251,0.002,135.038,-0.393,-0.466
'[07:00:28.350 31/05/1995]',0.251,0.002,135.038,-0.393,-0.466
'[07:00:28.352 31/05/1995]',0.251,0.002,137.669,-0.328,-0.464
'[07:00:28.354 31/05/1995]',0.251,-0.020,137.669,-0.328,-0.464
'[07:00:28.356 31/05/1995]',0.251,-0.020,137.669,-0.328,-0.464
'[07:00:28.358 31/05/1995]',0.251,-0.020,137.669,-0.328,-0.464
'[07:00:28.360 31/05/1995]',0.251,0.002,138.346,-0.245,-0.462
'[07:00:28.362 31/05/1995]',0.251,0.002,138.346,-0.245,-0.462
'[07:00:28.364 31/05/1995]',0.251,0.002,138.346,-0.245,-0.462
'[07:00:28.366 31/05/1995]',0.251,0.002,138.346,-0.245,-0.462
'[07:00:28.368 31/05/1995]',0.251,0.002,137.444,-0.149,-0.459
'[07:00:28.370 31/05/1995]',0.251,-0.020,137.444,-0.149,-0.459
'[07:00:28.372 31/05/1995]',0.226,-0.020,137.444,-0.149,-0.459
'[07:00:28.374 31/05/1995]',0.201,-0.020,137.444,-0.149,-0.459
'[07:00:28.376 31/05/1995]',0.201,-0.020,135.338,-0.045,-0.455
'[07:00:28.378 31/05/1995]',0.201,-0.020,135.338,-0.045,-0.455
'[07:00:28.380 31/05/1995]',0.201,0.002,135.338,-0.045,-0.455
'[07:00:28.382 31/05/1995]',0.201,0.002,135.338,-0.045,-0.455
'[07:00:28.384 31/05/1995]',0.176,-0.020,132.632,0.065,-0.452
'[07:00:28.386 31/05/1995]',0.176,-0.020,132.632,0.065,-0.452
'[07:00:28.388 31/05/1995]',0.176,-0.020,132.632,0.065,-0.452
'[07:00:28.390 31/05/1995]',0.151,-0.020,132.632,0.065,-0.452
'[07:00:28.392 31/05/1995]',0.151,-0.020,129.398,0.172,-0.449
'[07:00:28.394 31/05/1995]',0.151,-0.020,129.398,0.172,-0.449
'[07:00:28.396 31/05/1995]',0.126,0.002,129.398,0.172,-0.449
'[07:00:28.398 31/05/1995]',0.126,0.002,129.398,0.172,-0.449
'[07:00:28.400 31/05/1995]',0.126,0.002,126.165,0.270,-0.446
'[07:00:28.402 31/05/1995]',0.126,-0.020,126.165,0.270,-0.446
'[07:00:28.404 31/05/1995]',0.101,-0.020,126.165,0.270,-0.446
'[07:00:28.406 31/05/1995]',0.101,-0.020,126.165,0.270,-0.446
'[07:00:28.408 31/05/1995]',0.076,-0.020,123.008,0.355,-0.444
'[07:00:28.410 31/05/1995]',0.051,0.002,123.008,0.355,-0.444
'[07:00:28.412 31/05/1995]',0.051,0.002,123.008,0.355,-0.444
'[07:00:28.414 31/05/1995]',0.051,0.002,123.008,0.355,-0.444
'[07:00:28.416 31/05/1995]',0.026,0.002,120.150,0.422,-0.443
'[07:00:28.418 31/05/1995]',0.026,0.002,120.150,0.422,-0.443
'[07:00:28.420 31/05/1995]',0.026,0.002,120.150,0.422,-0.443
'[07:00:28.422 31/05/1995]',0.002,0.002,120.150,0.422,-0.443
'[07:00:28.424 31/05/1995]',0.002,0.002,117.594,0.470,-0.441
'[07:00:28.426 31/05/1995]',0.002,0.002,117.594,0.470,-0.441
'[07:00:28.428 31/05/1995]',0.002,0.002,117.594,0.470,-0.441
'[07:00:28.430 31/05/1995]',-0.023,0.002,117.594,0.470,-0.441
'[07:00:28.432 31/05/1995]',-0.023,0.002,115.338,0.499,-0.440
'[07:00:28.434 31/05/1995]',-0.023,0.002,115.338,0.499,-0.440
'[07:00:28.436 31/05/1995]',-0.048,0.002,115.338,0.499,-0.440
'[07:00:28.438 31/05/1995]',-0.048,0.002,115.338,0.499,-0.440
'[07:00:28.440 31/05/1995]',-0.048,0.002,113.308,0.510,-0.440
'[07:00:28.442 31/05/1995]',-0.073,0.002,113.308,0.510,-0.440
'[07:00:28.444 31/05/1995]',-0.073,0.002,113.308,0.510,-0.440
'[07:00:28.446 31/05/1995]',-0.073,0.002,113.308,0.510,-0.440
'[07:00:28.448 31/05/1995]',-0.073,0.002,111.504,0.504,-0.440
'[07:00:28.450 31/05/1995]',-0.098,0.002,111.504,0.504,-0.440
'[07:00:28.452 31/05/1995]',-0.098,0.002,111.504,0.504,-0.440
'[07:00:28.454 31/05/1995]',-0.098,0.002,111.504,0.504,-0.440
'[07:00:28.456 31/05/1995]',-0.098,0.002,109.925,0.484,-0.440
'[07:00:28.458 31/05/1995]',-0.098,0.002,109.925,0.484,-0.440
'[07:00:28.460 31/05/1995]',-0.122,0.002,109.925,0.484,-0.440
'[07:00:28.462 31/05/1995]',-0.122,0.002,109.925,0.484,-0.440
'[07:00:28.464 31/05/1995]',-0.122,0.002,108.421,0.456,-0.440
'[07:00:28.466 31/05/1995]',-0.122,0.002,108.421,0.456,-0.440
'[07:00:28.468 31/05/1995]',-0.122,0.002,108.421,0.456,-0.440
'[07:00:28.470 31/05/1995]',-0.122,0.002,108.421,0.456,-0.440
'[07:00:28.472 31/05/1995]',-0.122,0.002,107.068,0.418,-0.441
'[07:00:28.474 31/05/1995]',-0.147,0.002,107.068,0.418,-0.441
'[07:00:28.476 31/05/1995]',-0.122,0.002,107.068,0.418,-0.441
'[07:00:28.478 31/05/1995]',-0.147,0.002,107.068,0.418,-0.441
'[07:00:28.480 31/05/1995]',-0.147,0.022,105.564,0.376,-0.442
'[07:00:28.482 31/05/1995]',-0.147,0.022,105.564,0.376,-0.442
'[07:00:28.484 31/05/1995]',-0.122,0.002,105.564,0.376,-0.442
'[07:00:28.486 31/05/1995]',-0.122,0.002,105.564,0.376,-0.442
'[07:00:28.488 31/05/1995]',-0.122,0.002,104.060,0.331,-0.443
'[07:00:28.490 31/05/1995]',-0.122,0.002,104.060,0.331,-0.443
'[07:00:28.492 31/05/1995]',-0.122,0.002,104.060,0.331,-0.443
'[07:00:28.494 31/05/1995]',-0.122,0.002,104.060,0.331,-0.443
'[07:00:28.496 31/05/1995]',-0.122,0.022,102.481,0.283,-0.444
'[07:00:28.498 31/05/1995]',-0.122,0.002,102.481,0.283,-0.444
'[07:00:28.500 31/05/1995]',-0.122,0.002,102.481,0.283,-0.444
'[07:00:28.502 31/05/1995]',-0.122,0.002,102.481,0.283,-0.444
'[07:00:28.504 31/05/1995]',-0.122,0.002,100.752,0.235,-0.446
'[07:00:28.506 31/05/1995]',-0.122,0.002,100.752,0.235,-0.446
'[07:00:28.508 31/05/1995]',-0.122,0.002,100.752,0.235,-0.446
'[07:00:28.510 31/05/1995]',-0.122,0.002,100.752,0.235,-0.446
'[07:00:28.512 31/05/1995]',-0.122,0.022,99.023,0.188,-0.447
'[07:00:28.514 31/05/1995]',-0.122,0.022,99.023,0.188,-0.447
'[07:00:28.516 31/05/1995]',-0.098,0.022,99.023,0.188,-0.447
'[07:00:28.518 31/05/1995]',-0.098,0.002,99.023,0.188,-0.447
'[07:00:28.520 31/05/1995]',-0.098,0.002,97.143,0.141,-0.449
'[07:00:28.522 31/05/1995]',-0.098,0.002,97.143,0.141,-0.449
'[07:00:28.524 31/05/1995]',-0.098,0.002,97.143,0.141,-0.449
'[07:00:28.526 31/05/1995]',-0.122,0.002,97.143,0.141,-0.449
'[07:00:28.528 31/05/1995]',-0.122,0.002,95.414,0.096,-0.450
'[07:00:28.530 31/05/1995]',-0.098,0.022,95.414,0.096,-0.450
'[07:00:28.532 31/05/1995]',-0.098,0.002,95.414,0.096,-0.450
'[07:00:28.534 31/05/1995]',-0.098,0.002,95.414,0.096,-0.450
'[07:00:28.536 31/05/1995]',-0.098,0.002,93.759,0.051,-0.452
'[07:00:28.538 31/05/1995]',-0.098,0.002,93.759,0.051,-0.452
'[07:00:28.540 31/05/1995]',-0.098,0.002,93.759,0.051,-0.452
'[07:00:28.542 31/05/1995]',-0.098,0.002,93.759,0.051,-0.452
'[07:00:28.544 31/05/1995]',-0.098,0.002,92.481,0.007,-0.454
'[07:00:28.546 31/05/1995]',-0.098,0.022,92.481,0.007,-0.454
'[07:00:28.548 31/05/1995]',-0.098,0.022,92.481,0.007,-0.454
'[07:00:28.550 31/05/1995]',-0.098,0.022,92.481,0.007,-0.454
'[07:00:28.552 31/05/1995]',-0.098,0.002,91.504,-0.034,-0.456
'[07:00:28.554 31/05/1995]',-0.098,0.002,91.504,-0.034,-0.456
'[07:00:28.556 31/05/1995]',-0.098,0.002,91.504,-0.034,-0.456
'[07:00:28.558 31/05/1995]',-0.098,0.002,91.504,-0.034,-0.456
'[07:00:28.560 31/05/1995]',-0.122,0.002,90.902,-0.076,-0.458
'[07:00:28.562 31/05/1995]',-0.098,0.022,90.902,-0.076,-0.458
'[07:00:28.564 31/05/1995]',-0.098,0.022,90.902,-0.076,-0.458
'[07:00:28.566 31/05/1995]',-0.098,0.002,90.902,-0.076,-0.458
'[07:00:28.568 31/05/1995]',-0.098,0.002,90.602,-0.117,-0.461
'[07:00:28.570 31/05/1995]',-0.098,0.002,90.602,-0.117,-0.461
'[07:00:28.572 31/05/1995]',-0.098,0.002,90.602,-0.117,-0.461
'[07:00:28.574 31/05/1995]',-0.098,0.002,90.602,-0.117,-0.461
'[07:00:28.576 31/05/1995]',-0.098,0.002,90.602,-0.155,-0.463
'[07:00:28.578 31/05/1995]',-0.122,0.022,90.602,-0.155,-0.463
'[07:00:28.580 31/05/1995]',-0.098,0.022,90.602,-0.155,-0.463
'[07:00:28.582 31/05/1995]',-0.098,0.022,90.602,-0.155,-0.463
'[07:00:28.584 31/05/1995]',-0.098,0.022,90.827,-0.194,-0.466
'[07:00:28.586 31/05/1995]',-0.098,0.002,90.827,-0.194,-0.466
'[07:00:28.588 31/05/1995]',-0.098,0.002,90.827,-0.194,-0.466
'[07:00:28.590 31/05/1995]',-0.098,0.002,90.827,-0.194,-0.466
'[07:00:28.592 31/05/1995]',-0.122,0.002,91.429,-0.231,-0.468
'[07:00:28.594 31/05/1995]',-0.122,0.022,91.429,-0.231,-0.468
'[07:00:28.596 31/05/1995]',-0.122,0.022,91.429,-0.231,-0.468
'[07:00:28.598 31/05/1995]',-0.122,0.022,91.429,-0.231,-0.468
'[07:00:28.600 31/05/1995]',-0.098,0.022,92.180,-0.265,-0.470
'[07:00:28.602 31/05/1995]',-0.098,0.002,92.180,-0.265,-0.470
'[07:00:28.604 31/05/1995]',-0.098,0.002,92.180,-0.265,-0.470
'[07:00:28.606 31/05/1995]',-0.098,0.002,92.180,-0.265,-0.470
'[07:00:28.608 31/05/1995]',-0.098,0.002,93.083,-0.297,-0.473
'[07:00:28.610 31/05/1995]',-0.098,0.022,93.083,-0.297,-0.473
'[07:00:28.612 31/05/1995]',-0.098,0.044,93.083,-0.297,-0.473
'[07:00:28.614 31/05/1995]',-0.098,0.044,93.083,-0.297,-0.473
'[07:00:28.616 31/05/1995]',-0.098,0.044,94.135,-0.326,-0.476
'[07:00:28.618 31/05/1995]',-0.073,0.022,94.135,-0.326,-0.476
'[07:00:28.620 31/05/1995]',-0.073,0.022,94.135,-0.326,-0.476
'[07:00:28.622 31/05/1995]',-0.048,0.022,94.135,-0.326,-0.476
'[07:00:28.624 31/05/1995]',-0.048,0.044,95.188,-0.348,-0.479
'[07:00:28.626 31/05/1995]',-0.048,0.044,95.188,-0.348,-0.479
'[07:00:28.628 31/05/1995]',-0.048,0.065,95.188,-0.348,-0.479
'[07:00:28.630 31/05/1995]',-0.048,0.065,95.188,-0.348,-0.479
'[07:00:28.632 31/05/1995]',-0.023,0.065,96.165,-0.367,-0.482
'[07:00:28.634 31/05/1995]',-0.023,0.065,96.165,-0.367,-0.482
'[07:00:28.636 31/05/1995]',0.002,0.065,96.165,-0.367,-0.482
'[07:00:28.638 31/05/1995]',-0.023,0.044,96.165,-0.367,-0.482
'[07:00:28.640 31/05/1995]',0.002,0.044,96.917,-0.380,-0.485
'[07:00:28.642 31/05/1995]',-0.023,0.044,96.917,-0.380,-0.485
'[07:00:28.644 31/05/1995]',-0.023,0.044,96.917,-0.380,-0.485
'[07:00:28.646 31/05/1995]',0.002,0.044,96.917,-0.380,-0.485
'[07:00:28.648 31/05/1995]',0.002,0.044,97.519,-0.387,-0.487
'[07:00:28.650 31/05/1995]',0.002,0.022,97.519,-0.387,-0.487
'[07:00:28.652 31/05/1995]',0.002,0.002,97.519,-0.387,-0.487
'[07:00:28.654 31/05/1995]',0.002,0.002,97.519,-0.387,-0.487
'[07:00:28.656 31/05/1995]',0.002,0.002,97.744,-0.389,-0.490
'[07:00:28.658 31/05/1995]',0.002,0.002,97.744,-0.389,-0.490
'[07:00:28.660 31/05/1995]',0.002,0.002,97.744,-0.389,-0.490
'[07:00:28.662 31/05/1995]',0.002,0.002,97.744,-0.389,-0.490
'[07:00:28.664 31/05/1995]',0.002,0.002,97.744,-0.384,-0.492
'[07:00:28.666 31/05/1995]',0.002,0.002,97.744,-0.384,-0.492
'[07:00:28.668 31/05/1995]',0.002,0.002,97.744,-0.384,-0.492
'[07:00:28.670 31/05/1995]',0.002,0.002,97.744,-0.384,-0.492
'[07:00:28.672 31/05/1995]',0.002,0.002,97.519,-0.376,-0.494
'[07:00:28.674 31/05/1995]',-0.023,0.002,97.519,-0.376,-0.494
'[07:00:28.676 31/05/1995]',-0.048,0.002,97.519,-0.376,-0.494
'[07:00:28.678 31/05/1995]',-0.048,0.002,97.519,-0.376,-0.494
'[07:00:28.680 31/05/1995]',-0.048,0.002,97.143,-0.365,-0.496
'[07:00:28.682 31/05/1995]',-0.048,0.002,97.143,-0.365,-0.496
'[07:00:28.684 31/05/1995]',-0.048,0.002,97.143,-0.365,-0.496
