'Time and date','II ','V ','ABP ','PLETH ','RESP '
'[14:34:08.056 26/01/1995]',-0.085,0.046,73.422,0.024,-0.493
'[14:34:08.058 26/01/1995]',-0.100,0.054,73.422,0.024,-0.493
'[14:34:08.060 26/01/1995]',-0.100,0.061,73.422,0.024,-0.493
'[14:34:08.062 26/01/1995]',-0.100,0.069,73.422,0.024,-0.493
'[14:34:08.064 26/01/1995]',-0.085,0.061,72.821,-0.004,-0.491
'[14:34:08.066 26/01/1995]',-0.071,0.061,72.821,-0.004,-0.491
'[14:34:08.068 26/01/1995]',-0.056,0.054,72.821,-0.004,-0.491
'[14:34:08.070 26/01/1995]',-0.028,0.046,72.821,-0.004,-0.491
'[14:34:08.072 26/01/1995]',0.001,0.038,72.120,-0.028,-0.489
'[14:34:08.074 26/01/1995]',0.030,0.031,72.120,-0.028,-0.489
'[14:34:08.076 26/01/1995]',0.058,0.023,72.120,-0.028,-0.489
'[14:34:08.078 26/01/1995]',0.102,0.008,72.120,-0.028,-0.489
'[14:34:08.080 26/01/1995]',0.145,-0.015,71.519,-0.053,-0.487
'[14:34:08.082 26/01/1995]',0.203,-0.053,71.519,-0.053,-0.487
'[14:34:08.084 26/01/1995]',0.289,-0.083,71.519,-0.053,-0.487
'[14:34:08.086 26/01/1995]',0.375,-0.129,71.519,-0.053,-0.487
'[14:34:08.088 26/01/1995]',0.461,-0.167,71.018,-0.076,-0.484
'[14:34:08.090 26/01/1995]',0.562,-0.213,71.018,-0.076,-0.484
'[14:34:08.092 26/01/1995]',0.619,-0.258,71.018,-0.076,-0.484
'[14:34:08.094 26/01/1995]',0.677,-0.281,71.018,-0.076,-0.484
'[14:34:08.096 26/01/1995]',0.706,-0.304,70.518,-0.103,-0.482
'[14:34:08.098 26/01/1995]',0.720,-0.319,70.518,-0.103,-0.482
'[14:34:08.100 26/01/1995]',0.692,-0.311,70.518,-0.103,-0.482
'[14:34:08.102 26/01/1995]',0.619,-0.288,70.518,-0.103,-0.482
'[14:34:08.104 26/01/1995]',0.505,-0.235,70.017,-0.125,-0.481
'[14:34:08.106 26/01/1995]',0.404,-0.182,70.017,-0.125,-0.481
'[14:34:08.108 26/01/1995]',0.289,-0.113,70.017,-0.125,-0.481
'[14:34:08.110 26/01/1995]',0.188,-0.060,70.017,-0.125,-0.481
'[14:34:08.112 26/01/1995]',0.087,-0.015,69.416,-0.148,-0.480
'[14:34:08.114 26/01/1995]',0.001,0.031,69.416,-0.148,-0.480
'[14:34:08.116 26/01/1995]',-0.056,0.069,69.416,-0.148,-0.480
'[14:34:08.118 26/01/1995]',-0.114,0.092,69.416,-0.148,-0.480
'[14:34:08.120 26/01/1995]',-0.143,0.114,68.915,-0.173,-0.480
'[14:34:08.122 26/01/1995]',-0.157,0.145,68.915,-0.173,-0.480
'[14:34:08.124 26/01/1995]',-0.186,0.153,68.915,-0.173,-0.480
'[14:34:08.126 26/01/1995]',-0.186,0.160,68.915,-0.173,-0.480
'[14:34:08.128 26/01/1995]',-0.186,0.168,68.414,-0.195,-0.480
'[14:34:08.130 26/01/1995]',-0.172,0.168,68.414,-0.195,-0.480
'[14:34:08.132 26/01/1995]',-0.186,0.160,68.414,-0.195,-0.480
'[14:34:08.134 26/01/1995]',-0.157,0.145,68.414,-0.195,-0.480
'[14:34:08.136 26/01/1995]',-0.157,0.137,68.013,-0.220,-0.480
'[14:34:08.138 26/01/1995]',-0.143,0.130,68.013,-0.220,-0.480
'[14:34:08.140 26/01/1995]',-0.143,0.114,68.013,-0.220,-0.480
'[14:34:08.142 26/01/1995]',-0.129,0.100,68.013,-0.220,-0.480
'[14:34:08.144 26/01/1995]',-0.114,0.084,67.613,-0.241,-0.479
'[14:34:08.146 26/01/1995]',-0.114,0.084,67.613,-0.241,-0.479
'[14:34:08.148 26/01/1995]',-0.114,0.077,67.613,-0.241,-0.479
'[14:34:08.150 26/01/1995]',-0.129,0.069,67.613,-0.241,-0.479
'[14:34:08.152 26/01/1995]',-0.114,0.061,67.112,-0.263,-0.477
'[14:34:08.154 26/01/1995]',-0.114,0.061,67.112,-0.263,-0.477
'[14:34:08.156 26/01/1995]',-0.114,0.061,67.112,-0.263,-0.477
'[14:34:08.158 26/01/1995]',-0.100,0.061,67.112,-0.263,-0.477
'[14:34:08.160 26/01/1995]',-0.114,0.061,66.611,-0.286,-0.476
'[14:34:08.162 26/01/1995]',-0.100,0.054,66.611,-0.286,-0.476
'[14:34:08.164 26/01/1995]',-0.100,0.046,66.611,-0.286,-0.476
'[14:34:08.166 26/01/1995]',-0.100,0.046,66.611,-0.286,-0.476
'[14:34:08.168 26/01/1995]',-0.100,0.038,66.210,-0.307,-0.476
'[14:34:08.170 26/01/1995]',-0.100,0.046,66.210,-0.307,-0.476
'[14:34:08.172 26/01/1995]',-0.114,0.054,66.210,-0.307,-0.476
'[14:34:08.174 26/01/1995]',-0.114,0.046,66.210,-0.307,-0.476
'[14:34:08.176 26/01/1995]',-0.100,0.046,65.710,-0.328,-0.477
'[14:34:08.178 26/01/1995]',-0.100,0.046,65.710,-0.328,-0.477
'[14:34:08.180 26/01/1995]',-0.100,0.046,65.710,-0.328,-0.477
'[14:34:08.182 26/01/1995]',-0.100,0.038,65.710,-0.328,-0.477
'[14:34:08.184 26/01/1995]',-0.100,0.046,65.309,-0.347,-0.478
'[14:34:08.186 26/01/1995]',-0.100,0.046,65.309,-0.347,-0.478
'[14:34:08.188 26/01/1995]',-0.114,0.046,65.309,-0.347,-0.478
'[14:34:08.190 26/01/1995]',-0.114,0.046,65.309,-0.347,-0.478
'[14:34:08.192 26/01/1995]',-0.114,0.038,64.908,-0.364,-0.480
'[14:34:08.194 26/01/1995]',-0.100,0.046,64.908,-0.364,-0.480
'[14:34:08.196 26/01/1995]',-0.100,0.046,64.908,-0.364,-0.480
'[14:34:08.198 26/01/1995]',-0.100,0.046,64.908,-0.364,-0.480
'[14:34:08.200 26/01/1995]',-0.100,0.038,64.407,-0.381,-0.483
'[14:34:08.202 26/01/1995]',-0.100,0.038,64.407,-0.381,-0.483
'[14:34:08.204 26/01/1995]',-0.100,0.038,64.407,-0.381,-0.483
'[14:34:08.206 26/01/1995]',-0.100,0.038,64.407,-0.381,-0.483
'[14:34:08.208 26/01/1995]',-0.100,0.031,64.007,-0.400,-0.486
'[14:34:08.210 26/01/1995]',-0.085,0.031,64.007,-0.400,-0.486
'[14:34:08.212 26/01/1995]',-0.085,0.031,64.007,-0.400,-0.486
'[14:34:08.214 26/01/1995]',-0.085,0.031,64.007,-0.400,-0.486
'[14:34:08.216 26/01/1995]',-0.085,0.031,63.506,-0.417,-0.489
'[14:34:08.218 26/01/1995]',-0.085,0.031,63.506,-0.417,-0.489
'[14:34:08.220 26/01/1995]',-0.085,0.031,63.506,-0.417,-0.489
'[14:34:08.222 26/01/1995]',-0.071,0.031,63.506,-0.417,-0.489
'[14:34:08.224 26/01/1995]',-0.071,0.031,63.105,-0.432,-0.492
'[14:34:08.226 26/01/1995]',-0.071,0.031,63.105,-0.432,-0.492
'[14:34:08.228 26/01/1995]',-0.071,0.023,63.105,-0.432,-0.492
'[14:34:08.230 26/01/1995]',-0.071,0.023,63.105,-0.432,-0.492
'[14:34:08.232 26/01/1995]',-0.071,0.023,62.805,-0.447,-0.495
'[14:34:08.234 26/01/1995]',-0.056,0.023,62.805,-0.447,-0.495
'[14:34:08.236 26/01/1995]',-0.056,0.023,62.805,-0.447,-0.495
'[14:34:08.238 26/01/1995]',-0.056,0.016,62.805,-0.447,-0.495
'[14:34:08.240 26/01/1995]',-0.056,0.023,62.705,-0.462,-0.497
'[14:34:08.242 26/01/1995]',-0.056,0.023,62.705,-0.462,-0.497
'[14:34:08.244 26/01/1995]',-0.056,0.023,62.705,-0.462,-0.497
'[14:34:08.246 26/01/1995]',-0.056,0.016,62.705,-0.462,-0.497
'[14:34:08.248 26/01/1995]',-0.056,0.023,63.506,-0.474,-0.499
'[14:34:08.250 26/01/1995]',-0.056,0.016,63.506,-0.474,-0.499
'[14:34:08.252 26/01/1995]',-0.056,0.016,63.506,-0.474,-0.499
'[14:34:08.254 26/01/1995]',-0.042,0.016,63.506,-0.474,-0.499
'[14:34:08.256 26/01/1995]',-0.042,0.016,66.611,-0.489,-0.501
'[14:34:08.258 26/01/1995]',-0.042,0.016,66.611,-0.489,-0.501
'[14:34:08.260 26/01/1995]',-0.028,0.016,66.611,-0.489,-0.501
'[14:34:08.262 26/01/1995]',-0.028,0.016,66.611,-0.489,-0.501
'[14:34:08.264 26/01/1995]',-0.028,0.016,73.222,-0.499,-0.501
'[14:34:08.266 26/01/1995]',-0.028,0.016,73.222,-0.499,-0.501
'[14:34:08.268 26/01/1995]',-0.028,0.016,73.222,-0.499,-0.501
'[14:34:08.270 26/01/1995]',-0.028,0.008,73.222,-0.499,-0.501
'[14:34:08.272 26/01/1995]',-0.028,0.008,83.740,-0.516,-0.501
'[14:34:08.274 26/01/1995]',-0.013,0.001,83.740,-0.516,-0.501
'[14:34:08.276 26/01/1995]',-0.013,0.001,83.740,-0.516,-0.501
'[14:34:08.278 26/01/1995]',-0.013,0.001,83.740,-0.516,-0.501
'[14:34:08.280 26/01/1995]',-0.013,0.001,97.262,-0.527,-0.500
'[14:34:08.282 26/01/1995]',0.001,0.001,97.262,-0.527,-0.500
'[14:34:08.284 26/01/1995]',0.001,0.001,97.262,-0.527,-0.500
'[14:34:08.286 26/01/1995]',0.001,0.001,97.262,-0.527,-0.500
'[14:34:08.288 26/01/1995]',0.001,0.001,111.987,-0.532,-0.499
'[14:34:08.290 26/01/1995]',0.001,-0.007,111.987,-0.532,-0.499
'[14:34:08.292 26/01/1995]',0.001,-0.007,111.987,-0.532,-0.499
'[14:34:08.294 26/01/1995]',0.001,-0.015,111.987,-0.532,-0.499
'[14:34:08.296 26/01/1995]',0.015,-0.015,126.711,-0.544,-0.496
'[14:34:08.298 26/01/1995]',0.001,-0.022,126.711,-0.544,-0.496
'[14:34:08.300 26/01/1995]',0.015,-0.022,126.711,-0.544,-0.496
'[14:34:08.302 26/01/1995]',0.015,-0.022,126.711,-0.544,-0.496
'[14:34:08.304 26/01/1995]',0.015,-0.022,140.134,-0.557,-0.492
'[14:34:08.306 26/01/1995]',0.015,-0.022,140.134,-0.557,-0.492
'[14:34:08.308 26/01/1995]',0.015,-0.022,140.134,-0.557,-0.492
'[14:34:08.310 26/01/1995]',0.030,-0.030,140.134,-0.557,-0.492
'[14:34:08.312 26/01/1995]',0.030,-0.030,151.653,-0.563,-0.488
'[14:34:08.314 26/01/1995]',0.044,-0.030,151.653,-0.563,-0.488
'[14:34:08.316 26/01/1995]',0.044,-0.030,151.653,-0.563,-0.488
'[14:34:08.318 26/01/1995]',0.044,-0.022,151.653,-0.563,-0.488
'[14:34:08.320 26/01/1995]',0.044,-0.030,160.868,-0.565,-0.483
'[14:34:08.322 26/01/1995]',0.044,-0.030,160.868,-0.565,-0.483
'[14:34:08.324 26/01/1995]',0.058,-0.030,160.868,-0.565,-0.483
'[14:34:08.326 26/01/1995]',0.058,-0.030,160.868,-0.565,-0.483
'[14:34:08.328 26/01/1995]',0.058,-0.037,167.980,-0.567,-0.479
'[14:34:08.330 26/01/1995]',0.058,-0.037,167.980,-0.567,-0.479
'[14:34:08.332 26/01/1995]',0.058,-0.037,167.980,-0.567,-0.479
'[14:34:08.334 26/01/1995]',0.058,-0.037,167.980,-0.567,-0.479
'[14:34:08.336 26/01/1995]',0.058,-0.045,173.189,-0.559,-0.474
'[14:34:08.338 26/01/1995]',0.058,-0.045,173.189,-0.559,-0.474
'[14:34:08.340 26/01/1995]',0.073,-0.053,173.189,-0.559,-0.474
'[14:34:08.342 26/01/1995]',0.073,-0.053,173.189,-0.559,-0.474
'[14:34:08.344 26/01/1995]',0.087,-0.053,176.695,-0.549,-0.470
'[14:34:08.346 26/01/1995]',0.087,-0.060,176.695,-0.549,-0.470
'[14:34:08.348 26/01/1995]',0.102,-0.060,176.695,-0.549,-0.470
'[14:34:08.350 26/01/1995]',0.087,-0.060,176.695,-0.549,-0.470
'[14:34:08.352 26/01/1995]',0.102,-0.053,178.598,-0.528,-0.465
'[14:34:08.354 26/01/1995]',0.087,-0.053,178.598,-0.528,-0.465
'[14:34:08.356 26/01/1995]',0.087,-0.053,178.598,-0.528,-0.465
'[14:34:08.358 26/01/1995]',0.102,-0.053,178.598,-0.528,-0.465
'[14:34:08.360 26/01/1995]',0.102,-0.053,179.199,-0.499,-0.459
'[14:34:08.362 26/01/1995]',0.102,-0.053,179.199,-0.499,-0.459
'[14:34:08.364 26/01/1995]',0.102,-0.053,179.199,-0.499,-0.459
'[14:34:08.366 26/01/1995]',0.102,-0.060,179.199,-0.499,-0.459
'[14:34:08.368 26/01/1995]',0.102,-0.060,178.798,-0.463,-0.452
'[14:34:08.370 26/01/1995]',0.116,-0.060,178.798,-0.463,-0.452
'[14:34:08.372 26/01/1995]',0.116,-0.060,178.798,-0.463,-0.452
'[14:34:08.374 26/01/1995]',0.116,-0.060,178.798,-0.463,-0.452
'[14:34:08.376 26/01/1995]',0.116,-0.060,177.596,-0.419,-0.444
'[14:34:08.378 26/01/1995]',0.131,-0.068,177.596,-0.419,-0.444
'[14:34:08.380 26/01/1995]',0.131,-0.068,177.596,-0.419,-0.444
'[14:34:08.382 26/01/1995]',0.131,-0.068,177.596,-0.419,-0.444
'[14:34:08.384 26/01/1995]',0.131,-0.068,175.693,-0.370,-0.435
'[14:34:08.386 26/01/1995]',0.131,-0.068,175.693,-0.370,-0.435
'[14:34:08.388 26/01/1995]',0.131,-0.076,175.693,-0.370,-0.435
'[14:34:08.390 26/01/1995]',0.145,-0.068,175.693,-0.370,-0.435
'[14:34:08.392 26/01/1995]',0.131,-0.068,173.389,-0.315,-0.427
'[14:34:08.394 26/01/1995]',0.145,-0.068,173.389,-0.315,-0.427
'[14:34:08.396 26/01/1995]',0.145,-0.068,173.389,-0.315,-0.427
'[14:34:08.398 26/01/1995]',0.145,-0.060,173.389,-0.315,-0.427
'[14:34:08.400 26/01/1995]',0.145,-0.060,170.785,-0.257,-0.418
'[14:34:08.402 26/01/1995]',0.131,-0.060,170.785,-0.257,-0.418
'[14:34:08.404 26/01/1995]',0.145,-0.060,170.785,-0.257,-0.418
'[14:34:08.406 26/01/1995]',0.131,-0.060,170.785,-0.257,-0.418
'[14:34:08.408 26/01/1995]',0.131,-0.053,167.980,-0.196,-0.409
'[14:34:08.410 26/01/1995]',0.116,-0.053,167.980,-0.196,-0.409
'[14:34:08.412 26/01/1995]',0.116,-0.037,167.980,-0.196,-0.409
'[14:34:08.414 26/01/1995]',0.102,-0.037,167.980,-0.196,-0.409
'[14:34:08.416 26/01/1995]',0.102,-0.037,164.975,-0.136,-0.401
'[14:34:08.418 26/01/1995]',0.102,-0.030,164.975,-0.136,-0.401
'[14:34:08.420 26/01/1995]',0.102,-0.030,164.975,-0.136,-0.401
'[14:34:08.422 26/01/1995]',0.102,-0.022,164.975,-0.136,-0.401
'[14:34:08.424 26/01/1995]',0.073,-0.022,161.970,-0.074,-0.392
'[14:34:08.426 26/01/1995]',0.073,-0.022,161.970,-0.074,-0.392
'[14:34:08.428 26/01/1995]',0.073,-0.022,161.970,-0.074,-0.392
'[14:34:08.430 26/01/1995]',0.058,-0.015,161.970,-0.074,-0.392
'[14:34:08.432 26/01/1995]',0.058,-0.007,158.965,-0.018,-0.383
'[14:34:08.434 26/01/1995]',0.044,-0.007,158.965,-0.018,-0.383
'[14:34:08.436 26/01/1995]',0.044,-0.007,158.965,-0.018,-0.383
'[14:34:08.438 26/01/1995]',0.030,-0.007,158.965,-0.018,-0.383
'[14:34:08.440 26/01/1995]',0.030,0.001,155.960,0.041,-0.373
'[14:34:08.442 26/01/1995]',0.030,0.001,155.960,0.041,-0.373
'[14:34:08.444 26/01/1995]',0.030,0.008,155.960,0.041,-0.373
'[14:34:08.446 26/01/1995]',0.030,0.008,155.960,0.041,-0.373
'[14:34:08.448 26/01/1995]',0.030,0.008,152.955,0.092,-0.364
'[14:34:08.450 26/01/1995]',0.030,0.008,152.955,0.092,-0.364
'[14:34:08.452 26/01/1995]',0.015,0.016,152.955,0.092,-0.364
'[14:34:08.454 26/01/1995]',0.015,0.016,152.955,0.092,-0.364
'[14:34:08.456 26/01/1995]',0.001,0.016,149.850,0.143,-0.354
'[14:34:08.458 26/01/1995]',0.001,0.016,149.850,0.143,-0.354
'[14:34:08.460 26/01/1995]',0.001,0.023,149.850,0.143,-0.354
'[14:34:08.462 26/01/1995]',0.001,0.023,149.850,0.143,-0.354
'[14:34:08.464 26/01/1995]',0.001,0.023,146.745,0.191,-0.344
'[14:34:08.466 26/01/1995]',0.001,0.023,146.745,0.191,-0.344
'[14:34:08.468 26/01/1995]',0.001,0.023,146.745,0.191,-0.344
'[14:34:08.470 26/01/1995]',0.001,0.016,146.745,0.191,-0.344
'[14:34:08.472 26/01/1995]',0.001,0.023,143.539,0.238,-0.333
'[14:34:08.474 26/01/1995]',0.001,0.008,143.539,0.238,-0.333
'[14:34:08.476 26/01/1995]',0.001,0.016,143.539,0.238,-0.333
'[14:34:08.478 26/01/1995]',0.001,0.016,143.539,0.238,-0.333
'[14:34:08.480 26/01/1995]',0.001,0.008,140.134,0.277,-0.322
'[14:34:08.482 26/01/1995]',0.015,0.016,140.134,0.277,-0.322
'[14:34:08.484 26/01/1995]',0.001,0.016,140.134,0.277,-0.322
'[14:34:08.486 26/01/1995]',0.001,0.016,140.134,0.277,-0.322
'[14:34:08.488 26/01/1995]',0.001,0.016,136.327,0.314,-0.310
'[14:34:08.490 26/01/1995]',0.001,0.016,136.327,0.314,-0.310
'[14:34:08.492 26/01/1995]',0.001,0.016,136.327,0.314,-0.310
'[14:34:08.494 26/01/1995]',0.015,0.016,136.327,0.314,-0.310
'[14:34:08.496 26/01/1995]',0.001,0.008,132.321,0.347,-0.299
'[14:34:08.498 26/01/1995]',0.001,0.008,132.321,0.347,-0.299
'[14:34:08.500 26/01/1995]',0.001,0.001,132.321,0.347,-0.299
'[14:34:08.502 26/01/1995]',0.001,0.001,132.321,0.347,-0.299
'[14:34:08.504 26/01/1995]',0.015,0.001,127.813,0.376,-0.287
'[14:34:08.506 26/01/1995]',0.015,0.001,127.813,0.376,-0.287
'[14:34:08.508 26/01/1995]',0.015,0.001,127.813,0.376,-0.287
'[14:34:08.510 26/01/1995]',0.015,0.001,127.813,0.376,-0.287
'[14:34:08.512 26/01/1995]',0.015,0.008,122.905,0.405,-0.276
'[14:34:08.514 26/01/1995]',0.015,0.008,122.905,0.405,-0.276
'[14:34:08.516 26/01/1995]',0.015,0.001,122.905,0.405,-0.276
'[14:34:08.518 26/01/1995]',0.015,0.016,122.905,0.405,-0.276
'[14:34:08.520 26/01/1995]',0.015,0.016,117.596,0.425,-0.265
'[14:34:08.522 26/01/1995]',0.001,0.016,117.596,0.425,-0.265
'[14:34:08.524 26/01/1995]',0.015,0.016,117.596,0.425,-0.265
'[14:34:08.526 26/01/1995]',0.001,0.016,117.596,0.425,-0.265
'[14:34:08.528 26/01/1995]',0.001,0.016,112.087,0.442,-0.253
'[14:34:08.530 26/01/1995]',0.001,0.008,112.087,0.442,-0.253
'[14:34:08.532 26/01/1995]',0.001,0.016,112.087,0.442,-0.253
'[14:34:08.534 26/01/1995]',0.001,0.016,112.087,0.442,-0.253
'[14:34:08.536 26/01/1995]',0.001,0.008,106.678,0.456,-0.241
'[14:34:08.538 26/01/1995]',0.001,0.016,106.678,0.456,-0.241
'[14:34:08.540 26/01/1995]',0.001,0.008,106.678,0.456,-0.241
'[14:34:08.542 26/01/1995]',0.001,0.016,106.678,0.456,-0.241
'[14:34:08.544 26/01/1995]',0.001,0.008,101.770,0.467,-0.231
'[14:34:08.546 26/01/1995]',0.001,0.016,101.770,0.467,-0.231
'[14:34:08.548 26/01/1995]',0.001,0.008,101.770,0.467,-0.231
'[14:34:08.550 26/01/1995]',0.001,0.016,101.770,0.467,-0.231
'[14:34:08.552 26/01/1995]',0.001,0.016,97.362,0.472,-0.220
'[14:34:08.554 26/01/1995]',0.001,0.016,97.362,0.472,-0.220
'[14:34:08.556 26/01/1995]',0.001,0.016,97.362,0.472,-0.220
'[14:34:08.558 26/01/1995]',0.001,0.016,97.362,0.472,-0.220
'[14:34:08.560 26/01/1995]',0.001,0.016,93.656,0.472,-0.209
'[14:34:08.562 26/01/1995]',0.001,0.016,93.656,0.472,-0.209
'[14:34:08.564 26/01/1995]',0.001,0.023,93.656,0.472,-0.209
'[14:34:08.566 26/01/1995]',0.001,0.016,93.656,0.472,-0.209
'[14:34:08.568 26/01/1995]',0.001,0.023,90.651,0.472,-0.199
'[14:34:08.570 26/01/1995]',0.001,0.023,90.651,0.472,-0.199
'[14:34:08.572 26/01/1995]',-0.013,0.023,90.651,0.472,-0.199
'[14:34:08.574 26/01/1995]',-0.013,0.023,90.651,0.472,-0.199
'[14:34:08.576 26/01/1995]',0.001,0.023,88.147,0.469,-0.188
'[14:34:08.578 26/01/1995]',0.001,0.023,88.147,0.469,-0.188
'[14:34:08.580 26/01/1995]',0.001,0.023,88.147,0.469,-0.188
'[14:34:08.582 26/01/1995]',0.001,0.023,88.147,0.469,-0.188
'[14:34:08.584 26/01/1995]',-0.013,0.023,86.344,0.458,-0.177
'[14:34:08.586 26/01/1995]',-0.013,0.023,86.344,0.458,-0.177
'[14:34:08.588 26/01/1995]',-0.013,0.023,86.344,0.458,-0.177
'[14:34:08.590 26/01/1995]',0.001,0.023,86.344,0.458,-0.177
'[14:34:08.592 26/01/1995]',0.001,0.016,84.841,0.446,-0.166
'[14:34:08.594 26/01/1995]',0.001,0.016,84.841,0.446,-0.166
'[14:34:08.596 26/01/1995]',0.001,0.008,84.841,0.446,-0.166
'[14:34:08.598 26/01/1995]',0.001,0.001,84.841,0.446,-0.166
'[14:34:08.600 26/01/1995]',0.001,0.001,83.639,0.431,-0.154
'[14:34:08.602 26/01/1995]',0.001,0.001,83.639,0.431,-0.154
'[14:34:08.604 26/01/1995]',0.001,0.001,83.639,0.431,-0.154
'[14:34:08.606 26/01/1995]',0.001,-0.007,83.639,0.431,-0.154
'[14:34:08.608 26/01/1995]',0.001,-0.007,82.738,0.413,-0.143
'[14:34:08.610 26/01/1995]',0.001,-0.007,82.738,0.413,-0.143
'[14:34:08.612 26/01/1995]',0.001,0.001,82.738,0.413,-0.143
'[14:34:08.614 26/01/1995]',0.001,-0.007,82.738,0.413,-0.143
'[14:34:08.616 26/01/1995]',0.001,-0.007,81.937,0.390,-0.133
'[14:34:08.618 26/01/1995]',0.015,-0.015,81.937,0.390,-0.133
'[14:34:08.620 26/01/1995]',0.015,-0.015,81.937,0.390,-0.133
'[14:34:08.622 26/01/1995]',0.030,-0.022,81.937,0.390,-0.133
'[14:34:08.624 26/01/1995]',0.058,-0.030,81.336,0.369,-0.122
'[14:34:08.626 26/01/1995]',0.058,-0.037,81.336,0.369,-0.122
'[14:34:08.628 26/01/1995]',0.058,-0.045,81.336,0.369,-0.122
'[14:34:08.630 26/01/1995]',0.073,-0.045,81.336,0.369,-0.122
'[14:34:08.632 26/01/1995]',0.073,-0.053,80.735,0.341,-0.114
'[14:34:08.634 26/01/1995]',0.073,-0.053,80.735,0.341,-0.114
'[14:34:08.636 26/01/1995]',0.073,-0.053,80.735,0.341,-0.114
'[14:34:08.638 26/01/1995]',0.073,-0.045,80.735,0.341,-0.114
'[14:34:08.640 26/01/1995]',0.058,-0.037,80.134,0.319,-0.104
'[14:34:08.642 26/01/1995]',0.058,-0.037,80.134,0.319,-0.104
'[14:34:08.644 26/01/1995]',0.058,-0.022,80.134,0.319,-0.104
'[14:34:08.646 26/01/1995]',0.058,-0.022,80.134,0.319,-0.104
'[14:34:08.648 26/01/1995]',0.044,-0.022,79.633,0.287,-0.096
'[14:34:08.650 26/01/1995]',0.044,-0.015,79.633,0.287,-0.096
'[14:34:08.652 26/01/1995]',0.044,-0.007,79.633,0.287,-0.096
'[14:34:08.654 26/01/1995]',0.030,-0.007,79.633,0.287,-0.096
'[14:34:08.656 26/01/1995]',0.030,0.001,79.032,0.261,-0.086
'[14:34:08.658 26/01/1995]',0.015,0.001,79.032,0.261,-0.086
'[14:34:08.660 26/01/1995]',0.015,0.001,79.032,0.261,-0.086
'[14:34:08.662 26/01/1995]',0.015,0.008,79.032,0.261,-0.086
'[14:34:08.664 26/01/1995]',0.015,0.008,78.531,0.232,-0.077
'[14:34:08.666 26/01/1995]',0.001,0.001,78.531,0.232,-0.077
'[14:34:08.668 26/01/1995]',0.001,0.008,78.531,0.232,-0.077
'[14:34:08.670 26/01/1995]',0.001,0.008,78.531,0.232,-0.077
'[14:34:08.672 26/01/1995]',-0.013,0.023,77.930,0.201,-0.069
'[14:34:08.674 26/01/1995]',-0.028,0.023,77.930,0.201,-0.069
'[14:34:08.676 26/01/1995]',-0.042,0.031,77.930,0.201,-0.069
'[14:34:08.678 26/01/1995]',-0.056,0.038,77.930,0.201,-0.069
'[14:34:08.680 26/01/1995]',-0.071,0.046,77.329,0.176,-0.060
'[14:34:08.682 26/01/1995]',-0.071,0.046,77.329,0.176,-0.060
'[14:34:08.684 26/01/1995]',-0.071,0.054,77.329,0.176,-0.060
'[14:34:08.686 26/01/1995]',-0.085,0.054,77.329,0.176,-0.060
'[14:34:08.688 26/01/1995]',-0.085,0.054,76.828,0.148,-0.051
